,binomial,AdultBodyMassG,Order,Family,Genus,RedListStatus,TrophicLevel
95,Akodon surdus,38.99,RODENTIA,CRICETIDAE,Akodon,VU,Omnivore
96,Akodon sylvanus,38.99,RODENTIA,CRICETIDAE,Akodon,LC,Omnivore
97,Akodon toba,51.2,RODENTIA,CRICETIDAE,Akodon,LC,Omnivore
98,Akodon torques,38.99,RODENTIA,CRICETIDAE,Akodon,LC,Omnivore
99,Akodon varius,40,RODENTIA,CRICETIDAE,Akodon,DD,Omnivore
100,Alionycteris paucidentata,16.24,CHIROPTERA,PTEROPODIDAE,Alionycteris,LC,Herbivore
101,Allactaga balikunica,72.5,RODENTIA,DIPODIDAE,Allactaga,LC,Omnivore
102,Allactaga bullata,72.5,RODENTIA,DIPODIDAE,Allactaga,LC,Omnivore
103,Allactaga elater,59,RODENTIA,DIPODIDAE,Allactaga,LC,Omnivore
104,Allactaga euphratica,232,RODENTIA,DIPODIDAE,Allactaga,NT,Herbivore
105,Allactaga firouzi,114.1964539,RODENTIA,DIPODIDAE,Allactaga,DD,Herbivore
106,Allactaga hotsoni,76.5,RODENTIA,DIPODIDAE,Allactaga,LC,Herbivore
107,Allactaga major,350,RODENTIA,DIPODIDAE,Allactaga,LC,Herbivore
108,Allactaga severtzovi,159,RODENTIA,DIPODIDAE,Allactaga,LC,Herbivore
109,Allactaga sibirica,97.5,RODENTIA,DIPODIDAE,Allactaga,LC,Insectivore
110,Allactaga tetradactyla,52,RODENTIA,DIPODIDAE,Allactaga,DD,Herbivore
111,Allactaga vinogradovi,61.83099239,RODENTIA,DIPODIDAE,Allactaga,NT,Herbivore
112,Allactaga williamsi,23.33,RODENTIA,DIPODIDAE,Allactaga,LC,Herbivore
113,Allactodipus bobrinskii,65,RODENTIA,DIPODIDAE,Allactodipus,LC,Omnivore
114,Allenopithecus nigroviridis,4749.96,PRIMATES,CERCOPITHECIDAE,Allenopithecus,LC,Herbivore
115,Allocebus trichotis,78.09,PRIMATES,CHEIROGALEIDAE,Allocebus,VU,Omnivore
116,Allocricetulus curtatus,47.833,RODENTIA,CRICETIDAE,Allocricetulus,LC,Herbivore
117,Allocricetulus eversmanni,115.558,RODENTIA,CRICETIDAE,Allocricetulus,LC,Omnivore
118,Alouatta arctoidea,6361.288889,PRIMATES,ATELIDAE,Alouatta,LC,Herbivore
119,Alouatta belzebul,6157.91,PRIMATES,ATELIDAE,Alouatta,VU,Herbivore
120,Alouatta caraya,5576.96,PRIMATES,ATELIDAE,Alouatta,LC,Herbivore
121,Alouatta discolor,6361.288889,PRIMATES,ATELIDAE,Alouatta,VU,Herbivore
122,Alouatta guariba,5188.33,PRIMATES,ATELIDAE,Alouatta,LC,Herbivore
123,Alouatta macconnelli,7250,PRIMATES,ATELIDAE,Alouatta,LC,Herbivore
124,Alouatta nigerrima,6320,PRIMATES,ATELIDAE,Alouatta,LC,Herbivore
125,Alouatta palliata,6576.99,PRIMATES,ATELIDAE,Alouatta,LC,Herbivore
126,Alouatta pigra,7172.06,PRIMATES,ATELIDAE,Alouatta,EN,Herbivore
127,Alouatta sara,6611.04,PRIMATES,ATELIDAE,Alouatta,LC,Herbivore
128,Alouatta ululata,6361.288889,PRIMATES,ATELIDAE,Alouatta,EN,Herbivore
129,Alticola albicaudus,42.21130602,RODENTIA,CRICETIDAE,Alticola,DD,Herbivore
130,Alticola argentatus,37.69,RODENTIA,CRICETIDAE,Alticola,LC,Herbivore
131,Alticola barakshin,46.25861204,RODENTIA,CRICETIDAE,Alticola,LC,Herbivore
132,Alticola lemminus,46.25861204,RODENTIA,CRICETIDAE,Alticola,LC,Herbivore
133,Alticola macrotis,36,RODENTIA,CRICETIDAE,Alticola,LC,Herbivore
134,Alticola montosa,46.25861204,RODENTIA,CRICETIDAE,Alticola,VU,Herbivore
135,Alticola olchonensis,42.21130602,RODENTIA,CRICETIDAE,Alticola,EN,Herbivore
136,Alticola roylei,37,RODENTIA,CRICETIDAE,Alticola,NT,Herbivore
137,Alticola semicanus,46.25861204,RODENTIA,CRICETIDAE,Alticola,LC,Herbivore
138,Alticola stoliczkanus,30.14,RODENTIA,CRICETIDAE,Alticola,LC,Herbivore
139,Alticola strelzowi,49.99,RODENTIA,CRICETIDAE,Alticola,LC,Herbivore
140,Alticola tuvinicus,46.25861204,RODENTIA,CRICETIDAE,Alticola,LC,Herbivore
141,Amblysomus corriae,44.845,AFROSORICIDA,CHRYSOCHLORIDAE,Amblysomus,NT,Insectivore
142,Amblysomus hottentotus,62.6,AFROSORICIDA,CHRYSOCHLORIDAE,Amblysomus,LC,Insectivore
143,Amblysomus marleyi,36.245,AFROSORICIDA,CHRYSOCHLORIDAE,Amblysomus,EN,Insectivore
144,Amblysomus robustus,79.5,AFROSORICIDA,CHRYSOCHLORIDAE,Amblysomus,VU,Insectivore
145,Amblysomus septentrionalis,25.35,AFROSORICIDA,CHRYSOCHLORIDAE,Amblysomus,NT,Insectivore
146,Ametrida centurio,10.61,CHIROPTERA,PHYLLOSTOMIDAE,Ametrida,LC,Herbivore
147,Ammodillus imbellis,49.99,RODENTIA,MURIDAE,Ammodillus,DD,Omnivore
148,Ammospermophilus harrisii,126.57,RODENTIA,SCIURIDAE,Ammospermophilus,LC,Omnivore
149,Ammospermophilus interpres,112.53,RODENTIA,SCIURIDAE,Ammospermophilus,LC,Omnivore
150,Ammospermophilus leucurus,103.92,RODENTIA,SCIURIDAE,Ammospermophilus,LC,Omnivore
151,Ammospermophilus nelsoni,160.42,RODENTIA,SCIURIDAE,Ammospermophilus,EN,Omnivore
152,Amorphochilus schnablii,3.3,CHIROPTERA,FURIPTERIDAE,Amorphochilus,VU,Insectivore
153,Amphinectomys savamis,214,RODENTIA,CRICETIDAE,Amphinectomys,DD,Omnivore
154,Anathana ellioti,160,SCANDENTIA,TUPAIIDAE,Anathana,LC,Omnivore
155,Andalgalomys olrogi,32.9,RODENTIA,CRICETIDAE,Andalgalomys,LC,Omnivore
156,Andalgalomys pearsoni,25.4,RODENTIA,CRICETIDAE,Andalgalomys,LC,Omnivore
157,Andinomys edax,69.75,RODENTIA,CRICETIDAE,Andinomys,LC,Herbivore
158,Anisomys imitator,510.5,RODENTIA,MURIDAE,Anisomys,LC,Herbivore
159,Anomalurus beecrofti,479.07,RODENTIA,ANOMALURIDAE,Anomalurus,LC,Omnivore
160,Anomalurus derbianus,665.84,RODENTIA,ANOMALURIDAE,Anomalurus,LC,Omnivore
161,Anomalurus pelii,1769.99,RODENTIA,ANOMALURIDAE,Anomalurus,DD,Omnivore
162,Anomalurus pusillus,250,RODENTIA,ANOMALURIDAE,Anomalurus,LC,Omnivore
163,Anonymomys mindorensis,141.0605074,RODENTIA,MURIDAE,Anonymomys,DD,Omnivore
164,Anotomys leander,66.39,RODENTIA,CRICETIDAE,Anotomys,VU,Insectivore
165,Anoura caudifer,10.81,CHIROPTERA,PHYLLOSTOMIDAE,Anoura,LC,Omnivore
166,Anoura cultrata,17.39,CHIROPTERA,PHYLLOSTOMIDAE,Anoura,LC,Herbivore
167,Anoura fistulata,14.6025,CHIROPTERA,PHYLLOSTOMIDAE,Anoura,DD,Herbivore
168,Anoura geoffroyi,15.15,CHIROPTERA,PHYLLOSTOMIDAE,Anoura,LC,Insectivore
169,Anoura latidens,15.06,CHIROPTERA,PHYLLOSTOMIDAE,Anoura,LC,Omnivore
170,Anoura luismanueli,14.6025,CHIROPTERA,PHYLLOSTOMIDAE,Anoura,LC,Omnivore
171,Anourosorex assamensis,20,EULIPOTYPHLA,SORICIDAE,Anourosorex,LC,Insectivore
172,Anourosorex schmidi,16.05244685,EULIPOTYPHLA,SORICIDAE,Anourosorex,DD,Insectivore
173,Anourosorex squamipes,20,EULIPOTYPHLA,SORICIDAE,Anourosorex,LC,Insectivore
174,Anourosorex yamashinai,8.157340556,EULIPOTYPHLA,SORICIDAE,Anourosorex,LC,Insectivore
175,Antechinus adustus,30.5,DASYUROMORPHIA,DASYURIDAE,Antechinus,LC,Insectivore
176,Antechinus agilis,22.13,DASYUROMORPHIA,DASYURIDAE,Antechinus,LC,Carnivore
177,Antechinus flavipes,44.33,DASYUROMORPHIA,DASYURIDAE,Antechinus,LC,Carnivore
178,Antechinus godmani,75.74,DASYUROMORPHIA,DASYURIDAE,Antechinus,NT,Carnivore
179,Antechinus leo,70.09,DASYUROMORPHIA,DASYURIDAE,Antechinus,LC,Insectivore
180,Antechinus minimus,52.56,DASYUROMORPHIA,DASYURIDAE,Antechinus,LC,Carnivore
181,Antechinus stuartii,29.01,DASYUROMORPHIA,DASYURIDAE,Antechinus,LC,Carnivore
182,Antechinus subtropicus,46.86444444,DASYUROMORPHIA,DASYURIDAE,Antechinus,LC,Insectivore
183,Antechinus swainsonii,58.69,DASYUROMORPHIA,DASYURIDAE,Antechinus,LC,Carnivore
184,Anthops ornatus,19.66146341,CHIROPTERA,HIPPOSIDERIDAE,Anthops,DD,Insectivore
185,Antrozous pallidus,22.24,CHIROPTERA,VESPERTILIONIDAE,Antrozous,LC,Insectivore
186,Aonyx capensis,19322.22,CARNIVORA,MUSTELIDAE,Aonyx,NT,Insectivore
187,Aonyx congicus,23800.2,CARNIVORA,MUSTELIDAE,Aonyx,NT,Insectivore
188,Aotus azarae,929.57,PRIMATES,AOTIDAE,Aotus,LC,Omnivore
189,Aotus brumbacki,800,PRIMATES,AOTIDAE,Aotus,VU,Omnivore
190,Aotus griseimembra,966,PRIMATES,AOTIDAE,Aotus,VU,Omnivore
191,Aotus jorgehernandezi,889.745,PRIMATES,AOTIDAE,Aotus,DD,Omnivore
192,Aotus lemurinus,865.96,PRIMATES,AOTIDAE,Aotus,VU,Omnivore
193,Aotus miconax,800,PRIMATES,AOTIDAE,Aotus,VU,Omnivore
194,Aotus nancymaae,791.03,PRIMATES,AOTIDAE,Aotus,VU,Omnivore
195,Aotus nigriceps,1057,PRIMATES,AOTIDAE,Aotus,LC,Omnivore
196,Aotus trivirgatus,912.4,PRIMATES,AOTIDAE,Aotus,LC,Omnivore
197,Aotus vociferans,872.99,PRIMATES,AOTIDAE,Aotus,LC,Omnivore
198,Aotus zonalis,902.5,PRIMATES,AOTIDAE,Aotus,DD,Omnivore
199,Apodemus agrarius,21.11,RODENTIA,MURIDAE,Apodemus,LC,Omnivore
200,Apodemus alpicola,28.055,RODENTIA,MURIDAE,Apodemus,LC,Omnivore
201,Apodemus argenteus,15,RODENTIA,MURIDAE,Apodemus,LC,Omnivore
202,Apodemus chevrieri,32.9,RODENTIA,MURIDAE,Apodemus,LC,Herbivore
203,Apodemus draco,22.25,RODENTIA,MURIDAE,Apodemus,LC,Omnivore
204,Apodemus epimelas,63.85388804,RODENTIA,MURIDAE,Apodemus,LC,Omnivore
205,Apodemus flavicollis,31.6,RODENTIA,MURIDAE,Apodemus,LC,Herbivore
206,Apodemus gurkha,39.9,RODENTIA,MURIDAE,Apodemus,LC,Omnivore
207,Apodemus hyrcanicus,63.85388804,RODENTIA,MURIDAE,Apodemus,NT,Omnivore
208,Apodemus latronum,35.2,RODENTIA,MURIDAE,Apodemus,LC,Omnivore
209,Apodemus mystacinus,43.84,RODENTIA,MURIDAE,Apodemus,LC,Omnivore
210,Apodemus pallipes,63.85388804,RODENTIA,MURIDAE,Apodemus,LC,Omnivore
211,Apodemus peninsulae,32.9,RODENTIA,MURIDAE,Apodemus,LC,Omnivore
212,Apodemus ponticus,26.7,RODENTIA,MURIDAE,Apodemus,LC,Omnivore
213,Apodemus rusiges,21.5,RODENTIA,MURIDAE,Apodemus,LC,Omnivore
214,Apodemus semotus,25.77,RODENTIA,MURIDAE,Apodemus,LC,Omnivore
215,Apodemus speciosus,43.75,RODENTIA,MURIDAE,Apodemus,LC,Omnivore
216,Apodemus sylvaticus,21.9,RODENTIA,MURIDAE,Apodemus,LC,Omnivore
217,Apodemus uralensis,18.26,RODENTIA,MURIDAE,Apodemus,LC,Omnivore
218,Apodemus witherbyi,20.66,RODENTIA,MURIDAE,Apodemus,LC,Omnivore
219,Apomys abrae,34.88,RODENTIA,MURIDAE,Apomys,LC,Omnivore
220,Apomys camiguinensis,32.69125,RODENTIA,MURIDAE,Apomys,VU,Omnivore
221,Apomys datae,34.88,RODENTIA,MURIDAE,Apomys,LC,Omnivore
222,Apomys gracilirostris,32.69125,RODENTIA,MURIDAE,Apomys,LC,Omnivore
223,Apomys hylocetes,34.88,RODENTIA,MURIDAE,Apomys,LC,Omnivore
224,Apomys insignis,34.88,RODENTIA,MURIDAE,Apomys,LC,Omnivore
225,Apomys littoralis,30.95,RODENTIA,MURIDAE,Apomys,DD,Omnivore
226,Apomys microdon,34.98,RODENTIA,MURIDAE,Apomys,LC,Omnivore
227,Apomys musculus,21.2,RODENTIA,MURIDAE,Apomys,LC,Omnivore
228,Apomys sacobianus,34.88,RODENTIA,MURIDAE,Apomys,LC,Omnivore
229,Arabitragus jayakari,23000,CETARTIODACTYLA,BOVIDAE,Arabitragus,EN,Herbivore
230,Arborimus albipes,23,RODENTIA,CRICETIDAE,Arborimus,LC,Herbivore
231,Arborimus longicaudus,22.39,RODENTIA,CRICETIDAE,Arborimus,NT,Herbivore
232,Arborimus pomo,32.49,RODENTIA,CRICETIDAE,Arborimus,NT,Herbivore
233,Archboldomys luzonensis,35.34,RODENTIA,MURIDAE,Archboldomys,VU,Insectivore
234,Arctictis binturong,12999.99,CARNIVORA,VIVERRIDAE,Arctictis,VU,Omnivore
235,Arctocebus aureus,234.16,PRIMATES,LORISIDAE,Arctocebus,LC,Omnivore
236,Arctocebus calabarensis,258.01,PRIMATES,LORISIDAE,Arctocebus,LC,Omnivore
237,Arctogalidia trivirgata,2323.79,CARNIVORA,VIVERRIDAE,Arctogalidia,LC,Omnivore
238,Arctonyx collaris,8166.52,CARNIVORA,MUSTELIDAE,Arctonyx,VU,Omnivore
239,Ardops nichollsi,19.23,CHIROPTERA,PHYLLOSTOMIDAE,Ardops,LC,Herbivore
240,Arielulus aureocollaris,10.4,CHIROPTERA,VESPERTILIONIDAE,Arielulus,LC,Insectivore
241,Arielulus circumdatus,10.4,CHIROPTERA,VESPERTILIONIDAE,Arielulus,LC,Insectivore
242,Arielulus cuprosus,10.4,CHIROPTERA,VESPERTILIONIDAE,Arielulus,VU,Insectivore
243,Arielulus societatis,10.4,CHIROPTERA,VESPERTILIONIDAE,Arielulus,VU,Insectivore
244,Arielulus torquatus,10.4,CHIROPTERA,VESPERTILIONIDAE,Arielulus,LC,Insectivore
245,Ariteus flavescens,22.96761263,CHIROPTERA,PHYLLOSTOMIDAE,Ariteus,LC,Omnivore
246,Artibeus amplus,61.04,CHIROPTERA,PHYLLOSTOMIDAE,Artibeus,LC,Omnivore
247,Artibeus concolor,19.65,CHIROPTERA,PHYLLOSTOMIDAE,Artibeus,LC,Herbivore
248,Artibeus fimbriatus,63.89,CHIROPTERA,PHYLLOSTOMIDAE,Artibeus,LC,Omnivore
249,Artibeus fraterculus,29.86285714,CHIROPTERA,PHYLLOSTOMIDAE,Artibeus,LC,Omnivore
250,Artibeus hirsutus,40.42,CHIROPTERA,PHYLLOSTOMIDAE,Artibeus,LC,Omnivore
251,Artibeus inopinatus,29.86285714,CHIROPTERA,PHYLLOSTOMIDAE,Artibeus,DD,Omnivore
252,Artibeus jamaicensis,43.63,CHIROPTERA,PHYLLOSTOMIDAE,Artibeus,LC,Omnivore
253,Artibeus lituratus,59.3,CHIROPTERA,PHYLLOSTOMIDAE,Artibeus,LC,Omnivore
254,Artibeus obscurus,35.91,CHIROPTERA,PHYLLOSTOMIDAE,Artibeus,LC,Omnivore
255,Artibeus planirostris,29.86285714,CHIROPTERA,PHYLLOSTOMIDAE,Artibeus,LC,Omnivore
256,Arvicanthis abyssinicus,73.34,RODENTIA,MURIDAE,Arvicanthis,LC,Herbivore
257,Arvicanthis ansorgei,110,RODENTIA,MURIDAE,Arvicanthis,LC,Herbivore
258,Arvicanthis blicki,128,RODENTIA,MURIDAE,Arvicanthis,NT,Herbivore
259,Arvicanthis nairobae,104,RODENTIA,MURIDAE,Arvicanthis,LC,Herbivore
260,Arvicanthis neumanni,85,RODENTIA,MURIDAE,Arvicanthis,LC,Herbivore
261,Arvicanthis niloticus,95.8,RODENTIA,MURIDAE,Arvicanthis,LC,Herbivore
262,Arvicanthis rufinus,63.85388804,RODENTIA,MURIDAE,Arvicanthis,LC,Herbivore
263,Arvicola amphibius,120,RODENTIA,CRICETIDAE,Arvicola,LC,Omnivore
264,Arvicola sapidus,219.99,RODENTIA,CRICETIDAE,Arvicola,VU,Herbivore
265,Arvicola scherman,46.25861204,RODENTIA,CRICETIDAE,Arvicola,LC,Herbivore
266,Asellia patrizii,12.94,CHIROPTERA,HIPPOSIDERIDAE,Asellia,LC,Insectivore
267,Asellia tridens,12.94,CHIROPTERA,HIPPOSIDERIDAE,Asellia,LC,Insectivore
268,Aselliscus stoliczkanus,6.09,CHIROPTERA,HIPPOSIDERIDAE,Aselliscus,LC,Insectivore
269,Aselliscus tricuspidatus,4.08,CHIROPTERA,HIPPOSIDERIDAE,Aselliscus,LC,Insectivore
270,Atelerix albiventris,293.44,EULIPOTYPHLA,ERINACEIDAE,Atelerix,LC,Omnivore
271,Atelerix algirus,903.98,EULIPOTYPHLA,ERINACEIDAE,Atelerix,LC,Omnivore
272,Atelerix frontalis,329.12,EULIPOTYPHLA,ERINACEIDAE,Atelerix,LC,Omnivore
273,Atelerix sclateri,599.998,EULIPOTYPHLA,ERINACEIDAE,Atelerix,LC,Omnivore
274,Ateles belzebuth,6692.42,PRIMATES,ATELIDAE,Ateles,EN,Herbivore
275,Ateles chamek,7053.92,PRIMATES,ATELIDAE,Ateles,EN,Herbivore
276,Ateles fusciceps,9067.94,PRIMATES,ATELIDAE,Ateles,CR,Herbivore
277,Ateles geoffroyi,7582.4,PRIMATES,ATELIDAE,Ateles,EN,Herbivore
278,Ateles hybridus,8500,PRIMATES,ATELIDAE,Ateles,CR,Herbivore
279,Ateles marginatus,6229.28,PRIMATES,ATELIDAE,Ateles,EN,Herbivore
280,Ateles paniscus,8697.25,PRIMATES,ATELIDAE,Ateles,VU,Herbivore
281,Atelocynus microtis,8363.22,CARNIVORA,CANIDAE,Atelocynus,NT,Omnivore
282,Atherurus africanus,2875.65,RODENTIA,HYSTRICIDAE,Atherurus,LC,Omnivore
283,Atherurus macrourus,2000,RODENTIA,HYSTRICIDAE,Atherurus,LC,Omnivore
284,Atilax paludinosus,3600.16,CARNIVORA,HERPESTIDAE,Atilax,LC,Omnivore
285,Atlantoxerus getulus,250.57,RODENTIA,SCIURIDAE,Atlantoxerus,LC,Herbivore
286,Auliscomys boliviensis,70.91,RODENTIA,CRICETIDAE,Auliscomys,LC,Herbivore
287,Auliscomys pictus,48.97,RODENTIA,CRICETIDAE,Auliscomys,LC,Herbivore
288,Auliscomys sublimis,38,RODENTIA,CRICETIDAE,Auliscomys,LC,Herbivore
289,Avahi betsileo,1000,PRIMATES,INDRIIDAE,Avahi,EN,Herbivore
290,Avahi cleesei,5500,PRIMATES,INDRIIDAE,Avahi,EN,Herbivore
291,Avahi laniger,1092.28,PRIMATES,INDRIIDAE,Avahi,VU,Herbivore
292,Avahi meridionalis,1150,PRIMATES,INDRIIDAE,Avahi,EN,Herbivore
293,Avahi occidentalis,828.98,PRIMATES,INDRIIDAE,Avahi,EN,Herbivore
294,Avahi peyrierasi,1000,PRIMATES,INDRIIDAE,Avahi,VU,Herbivore
295,Avahi ramanantsoavanai,1628.751429,PRIMATES,INDRIIDAE,Avahi,VU,Herbivore
296,Avahi unicolor,830,PRIMATES,INDRIIDAE,Avahi,EN,Herbivore
297,Axis axis,69499.99,CETARTIODACTYLA,CERVIDAE,Axis,LC,Herbivore
298,Axis calamianensis,39812.6,CETARTIODACTYLA,CERVIDAE,Axis,EN,Herbivore
299,Axis porcinus,37448.29,CETARTIODACTYLA,CERVIDAE,Axis,EN,Herbivore
300,Babyrousa babyrussa,92950.09,CETARTIODACTYLA,SUIDAE,Babyrousa,VU,Herbivore
301,Babyrousa celebensis,80000,CETARTIODACTYLA,SUIDAE,Babyrousa,VU,Herbivore
302,Baiomys musculus,8.99,RODENTIA,CRICETIDAE,Baiomys,LC,Omnivore
303,Baiomys taylori,7.43,RODENTIA,CRICETIDAE,Baiomys,LC,Herbivore
304,Baiyankamys habbema,141.0605074,RODENTIA,MURIDAE,Baiyankamys,DD,Carnivore
305,Baiyankamys shawmayeri,141.0605074,RODENTIA,MURIDAE,Baiyankamys,LC,Carnivore
306,Balantiopteryx infusca,5.27,CHIROPTERA,EMBALLONURIDAE,Balantiopteryx,VU,Insectivore
307,Balantiopteryx io,3.97,CHIROPTERA,EMBALLONURIDAE,Balantiopteryx,VU,Insectivore
308,Balantiopteryx plicata,6.57,CHIROPTERA,EMBALLONURIDAE,Balantiopteryx,LC,Insectivore
309,Balionycteris maculata,14.43,CHIROPTERA,PTEROPODIDAE,Balionycteris,LC,Herbivore
310,Bandicota bengalensis,226.99,RODENTIA,MURIDAE,Bandicota,LC,Omnivore
311,Bandicota indica,583.09,RODENTIA,MURIDAE,Bandicota,LC,Omnivore
312,Bandicota savilei,260.63,RODENTIA,MURIDAE,Bandicota,LC,Omnivore
313,Barbastella barbastellus,8.31,CHIROPTERA,VESPERTILIONIDAE,Barbastella,NT,Insectivore
314,Barbastella leucomelas,15.05,CHIROPTERA,VESPERTILIONIDAE,Barbastella,LC,Insectivore
315,Bassaricyon alleni,1235,CARNIVORA,PROCYONIDAE,Bassaricyon,LC,Omnivore
316,Bassaricyon gabbii,1250,CARNIVORA,PROCYONIDAE,Bassaricyon,LC,Omnivore
317,Bassariscus astutus,1010.37,CARNIVORA,PROCYONIDAE,Bassariscus,LC,Omnivore
318,Bassariscus sumichrasti,906,CARNIVORA,PROCYONIDAE,Bassariscus,LC,Omnivore
319,Bathyergus janetta,388.69,RODENTIA,BATHYERGIDAE,Bathyergus,LC,Herbivore
320,Bathyergus suillus,777.38,RODENTIA,BATHYERGIDAE,Bathyergus,LC,Herbivore
321,Batomys dentatus,177.645,RODENTIA,MURIDAE,Batomys,DD,Herbivore
322,Batomys granti,169.53,RODENTIA,MURIDAE,Batomys,LC,Herbivore
323,Batomys russatus,177.645,RODENTIA,MURIDAE,Batomys,EN,Herbivore
324,Batomys salomonseni,185.76,RODENTIA,MURIDAE,Batomys,LC,Herbivore
325,Bauerus dubiaquercus,22.22,CHIROPTERA,VESPERTILIONIDAE,Bauerus,NT,Insectivore
326,Bdeogale crassicauda,1722.13,CARNIVORA,HERPESTIDAE,Bdeogale,LC,Carnivore
327,Bdeogale jacksoni,2500,CARNIVORA,HERPESTIDAE,Bdeogale,NT,Carnivore
328,Bdeogale nigripes,2623.01,CARNIVORA,HERPESTIDAE,Bdeogale,LC,Insectivore
329,Beamys hindei,75.8,RODENTIA,NESOMYIDAE,Beamys,LC,Omnivore
330,Belomys pearsonii,590.0703713,RODENTIA,SCIURIDAE,Belomys,DD,Herbivore
331,Berylmys berdmorei,235,RODENTIA,MURIDAE,Berylmys,LC,Omnivore
332,Berylmys bowersi,358.68,RODENTIA,MURIDAE,Berylmys,LC,Omnivore
333,Berylmys mackenziei,296.84,RODENTIA,MURIDAE,Berylmys,DD,Omnivore
334,Berylmys manipulus,296.84,RODENTIA,MURIDAE,Berylmys,DD,Omnivore
335,Bibimys chacoensis,28,RODENTIA,CRICETIDAE,Bibimys,LC,Herbivore
336,Bibimys labiosus,29,RODENTIA,CRICETIDAE,Bibimys,LC,Herbivore
337,Bibimys torresi,28,RODENTIA,CRICETIDAE,Bibimys,NT,Herbivore
338,Biswamoyopterus biswasi,1613.299,RODENTIA,SCIURIDAE,Biswamoyopterus,CR,Herbivore
339,Blanfordimys afghanus,60.64641072,RODENTIA,CRICETIDAE,Blanfordimys,LC,Herbivore
340,Blanfordimys bucharensis,60.64641072,RODENTIA,CRICETIDAE,Blanfordimys,LC,Herbivore
341,Blarina brevicauda,18.56,EULIPOTYPHLA,SORICIDAE,Blarina,LC,Insectivore
342,Blarina carolinensis,11.91,EULIPOTYPHLA,SORICIDAE,Blarina,LC,Insectivore
343,Blarina hylophaga,14.49,EULIPOTYPHLA,SORICIDAE,Blarina,LC,Insectivore
344,Blarinella griselda,8,EULIPOTYPHLA,SORICIDAE,Blarinella,LC,Omnivore
345,Blarinella quadraticauda,12.5,EULIPOTYPHLA,SORICIDAE,Blarinella,NT,Omnivore
346,Blarinella wardi,14.22361675,EULIPOTYPHLA,SORICIDAE,Blarinella,LC,Omnivore
347,Blarinomys breviceps,36.79,RODENTIA,CRICETIDAE,Blarinomys,LC,Insectivore
348,Blastocerus dichotomus,112518.5,CETARTIODACTYLA,CERVIDAE,Blastocerus,VU,Herbivore
349,Brachiones przewalskii,27,RODENTIA,MURIDAE,Brachiones,LC,Omnivore
350,Brachylagus idahoensis,431.19,LAGOMORPHA,LEPORIDAE,Brachylagus,LC,Herbivore
351,Brachyphylla cavernarum,45.5,CHIROPTERA,PHYLLOSTOMIDAE,Brachyphylla,LC,Omnivore
352,Brachyphylla nana,37.25,CHIROPTERA,PHYLLOSTOMIDAE,Brachyphylla,LC,Omnivore
353,Brachytarsomys albicauda,200,RODENTIA,NESOMYIDAE,Brachytarsomys,LC,Omnivore
354,Brachytarsomys villosa,219.99,RODENTIA,NESOMYIDAE,Brachytarsomys,VU,Omnivore
355,Brachyuromys betsileoensis,93.58,RODENTIA,NESOMYIDAE,Brachyuromys,LC,Omnivore
356,Brachyuromys ramirohitra,92.31,RODENTIA,NESOMYIDAE,Brachyuromys,LC,Omnivore
357,Bradypus pygmaeus,2900,PILOSA,BRADYPODIDAE,Bradypus,CR,Herbivore
358,Bradypus torquatus,4468.42,PILOSA,BRADYPODIDAE,Bradypus,VU,Herbivore
359,Bradypus tridactylus,4375.8,PILOSA,BRADYPODIDAE,Bradypus,LC,Herbivore
360,Bradypus variegatus,4136.36,PILOSA,BRADYPODIDAE,Bradypus,LC,Herbivore
361,Brucepattersonius griserufescens,43,RODENTIA,CRICETIDAE,Brucepattersonius,DD,Omnivore
362,Brucepattersonius guarani,43,RODENTIA,CRICETIDAE,Brucepattersonius,DD,Omnivore
363,Brucepattersonius igniventris,43,RODENTIA,CRICETIDAE,Brucepattersonius,DD,Omnivore
364,Brucepattersonius iheringi,43,RODENTIA,CRICETIDAE,Brucepattersonius,LC,Omnivore
365,Brucepattersonius misionensis,43,RODENTIA,CRICETIDAE,Brucepattersonius,DD,Omnivore
366,Brucepattersonius paradisus,43,RODENTIA,CRICETIDAE,Brucepattersonius,DD,Omnivore
367,Brucepattersonius soricinus,43,RODENTIA,CRICETIDAE,Brucepattersonius,DD,Omnivore
368,Bubalus arnee,483500.485,CETARTIODACTYLA,BOVIDAE,Bubalus,EN,Herbivore
369,Budorcas taxicolor,294515.3,CETARTIODACTYLA,BOVIDAE,Budorcas,VU,Herbivore
370,Bullimus bagobus,395.38,RODENTIA,MURIDAE,Bullimus,LC,Omnivore
371,Bullimus gamay,420.19,RODENTIA,MURIDAE,Bullimus,VU,Omnivore
372,Bullimus luzonicus,445,RODENTIA,MURIDAE,Bullimus,LC,Omnivore
373,Bunolagus monticularis,1750.01,LAGOMORPHA,LEPORIDAE,Bunolagus,CR,Herbivore
374,Bunomys andrewsi,125,RODENTIA,MURIDAE,Bunomys,LC,Omnivore
375,Bunomys chrysocomus,111.29,RODENTIA,MURIDAE,Bunomys,LC,Omnivore
376,Bunomys coelestis,120,RODENTIA,MURIDAE,Bunomys,CR,Omnivore
377,Bunomys fratrorum,130.31,RODENTIA,MURIDAE,Bunomys,VU,Omnivore
378,Bunomys penitus,170,RODENTIA,MURIDAE,Bunomys,NT,Omnivore
379,Bunomys prolatus,131,RODENTIA,MURIDAE,Bunomys,EN,Omnivore
