,binomial,AdultBodyMassG,Order,Family,Genus,RedListStatus,TrophicLevel,Range_km_2
1230,Eulemur collaris,2250.0,PRIMATES,LEMURIDAE,Eulemur,EN,Herbivore,5323.2409235746
1231,Eulemur coronatus,1699.85,PRIMATES,LEMURIDAE,Eulemur,EN,Herbivore,1722.2250046859
1232,Eulemur flavifrons,2158.365455,PRIMATES,LEMURIDAE,Eulemur,CR,Herbivore,2035.3568237197
1233,Eulemur fulvus,2376.99,PRIMATES,LEMURIDAE,Eulemur,NT,Herbivore,23171.7546085012
1234,Eulemur macaco,2040.0,PRIMATES,LEMURIDAE,Eulemur,VU,Herbivore,2818.1863713042
1235,Eulemur mongoz,1771.13,PRIMATES,LEMURIDAE,Eulemur,CR,Herbivore,2505.0545522704
1236,Eulemur rubriventer,2015.4,PRIMATES,LEMURIDAE,Eulemur,VU,Herbivore,30686.9182653124
1237,Eulemur rufifrons,2250.0,PRIMATES,LEMURIDAE,Eulemur,NT,Herbivore,11429.3113947337
1238,Eulemur rufus,2394.62,PRIMATES,LEMURIDAE,Eulemur,VU,Herbivore,10803.0477566661
1239,Eulemur sanfordi,2394.03,PRIMATES,LEMURIDAE,Eulemur,EN,Herbivore,1409.0931856521
1240,Eumops auripendulus,28.49,CHIROPTERA,MOLOSSIDAE,Eumops,LC,Carnivore,6933521.30295591
1241,Eumops bonariensis,12.22,CHIROPTERA,MOLOSSIDAE,Eumops,LC,Carnivore,201343.759638733
1242,Eumops dabbenei,67.27,CHIROPTERA,MOLOSSIDAE,Eumops,LC,Carnivore,1539042.89055113
1243,Eumops glaucinus,36.2,CHIROPTERA,MOLOSSIDAE,Eumops,LC,Carnivore,4570628.59652686
1244,Eumops hansae,15.47,CHIROPTERA,MOLOSSIDAE,Eumops,LC,Carnivore,4374764.64372122
1245,Eumops maurus,38.47,CHIROPTERA,MOLOSSIDAE,Eumops,DD,Carnivore,843890.252296091
1246,Eumops patagonicus,38.47,CHIROPTERA,MOLOSSIDAE,Eumops,LC,Carnivore,493652.312706786
1247,Eumops perotis,50.97,CHIROPTERA,MOLOSSIDAE,Eumops,LC,Carnivore,4930417.0565967
1248,Eumops trumbulli,38.47,CHIROPTERA,MOLOSSIDAE,Eumops,LC,Carnivore,3136328.29944254
1249,Eumops underwoodi,58.67,CHIROPTERA,MOLOSSIDAE,Eumops,LC,Carnivore,250192.323408006
1250,Euneomys chinchilloides,75.57,RODENTIA,CRICETIDAE,Euneomys,DD,Herbivore,10803.0477566661
1251,Euneomys mordax,81.99,RODENTIA,CRICETIDAE,Euneomys,LC,Herbivore,2035.3568237197
1252,Euneomys petersoni,83.0,RODENTIA,CRICETIDAE,Euneomys,LC,Herbivore,104742.593466806
1253,Euoticus elegantulus,295.48,PRIMATES,GALAGIDAE,Euoticus,LC,Omnivore,209485.186933612
1254,Euoticus pallidus,277.37,PRIMATES,GALAGIDAE,Euoticus,LC,Herbivore,57459.6887927023
1255,Eupleres goudotii,2763.34,CARNIVORA,EUPLERIDAE,Eupleres,VU,Carnivore,26772.7705273899
1256,Euroscaptor grandis,46.84098624,EULIPOTYPHLA,TALPIDAE,Euroscaptor,LC,Carnivore,45873.8114884517
1257,Euroscaptor klossi,80.33613646,EULIPOTYPHLA,TALPIDAE,Euroscaptor,LC,Carnivore,325500.525885635
1258,Euroscaptor longirostris,46.84098624,EULIPOTYPHLA,TALPIDAE,Euroscaptor,LC,Carnivore,131358.798084679
1259,Euroscaptor micrura,60.46,EULIPOTYPHLA,TALPIDAE,Euroscaptor,LC,Carnivore,11116.1795756999
1260,Euroscaptor mizura,25.05,EULIPOTYPHLA,TALPIDAE,Euroscaptor,LC,Carnivore,10176.7841185985
1261,Euryoryzomys emmonsae,59.9882,RODENTIA,CRICETIDAE,Euryoryzomys,DD,Omnivore,151086.102683808
1262,Euryoryzomys lamia,60.5005,RODENTIA,CRICETIDAE,Euryoryzomys,EN,Omnivore,111788.059395067
1263,Euryoryzomys legatus,61.5005,RODENTIA,CRICETIDAE,Euryoryzomys,LC,Omnivore,44464.7183027996
1264,Euryoryzomys macconnelli,62.245,RODENTIA,CRICETIDAE,Euryoryzomys,LC,Omnivore,3162787.9381509
1265,Euryoryzomys nitidus,55.195,RODENTIA,CRICETIDAE,Euryoryzomys,LC,Omnivore,710339.531478175
1266,Euryoryzomys russatus,60.5,RODENTIA,CRICETIDAE,Euryoryzomys,LC,Omnivore,237667.050646654
1267,Euryzygomatomys spinosus,187.49,RODENTIA,ECHIMYIDAE,Euryzygomatomys,LC,Herbivore,219818.536961728
1268,Exilisciurus concinnus,27.72,RODENTIA,SCIURIDAE,Exilisciurus,LC,Omnivore,54798.068330915
1269,Exilisciurus exilis,21.75,RODENTIA,SCIURIDAE,Exilisciurus,DD,Omnivore,411924.907938964
1270,Exilisciurus whiteheadi,24.91,RODENTIA,SCIURIDAE,Exilisciurus,LC,Herbivore,131358.798084679
1271,Falsistrellus mackenziei,23.0,CHIROPTERA,VESPERTILIONIDAE,Falsistrellus,NT,Carnivore,15030.3273136224
1272,Falsistrellus mordax,22.77,CHIROPTERA,VESPERTILIONIDAE,Falsistrellus,DD,Carnivore,127131.518527723
1273,Falsistrellus petersi,22.77,CHIROPTERA,VESPERTILIONIDAE,Falsistrellus,DD,Carnivore,1565.659095169
1274,Falsistrellus tasmaniensis,22.54,CHIROPTERA,VESPERTILIONIDAE,Falsistrellus,LC,Carnivore,184278.075501391
1275,Felis chaus,7157.99,CARNIVORA,FELIDAE,Felis,LC,Carnivore,2300579.47444133
1276,Felis silvestris,4573.08,CARNIVORA,FELIDAE,Felis,LC,Carnivore,21672949.1566959
1277,Felovia vae,205.0,RODENTIA,CTENODACTYLIDAE,Felovia,LC,Herbivore,626.2636380676
1278,Feroculus feroculus,35.99,EULIPOTYPHLA,SORICIDAE,Feroculus,EN,Omnivore,1095.9613666183
1279,Fossa fossana,1853.98,CARNIVORA,EUPLERIDAE,Fossa,VU,Carnivore,50727.3546834756
1280,Funambulus layardi,168.0,RODENTIA,SCIURIDAE,Funambulus,VU,Omnivore,1565.659095169
1281,Funambulus palmarum,136.4,RODENTIA,SCIURIDAE,Funambulus,LC,Omnivore,300919.678091482
1282,Funambulus pennantii,102.49,RODENTIA,SCIURIDAE,Funambulus,LC,Omnivore,2404069.540632
1283,Funambulus sublineatus,70.93,RODENTIA,SCIURIDAE,Funambulus,VU,Omnivore,14404.0636755548
1284,Funambulus tristriatus,134.62,RODENTIA,SCIURIDAE,Funambulus,LC,Omnivore,32409.1432699983
1285,Funisciurus anerythrus,223.54,RODENTIA,SCIURIDAE,Funisciurus,LC,Herbivore,1213542.36466549
1286,Funisciurus bayonii,134.99,RODENTIA,SCIURIDAE,Funisciurus,DD,Herbivore,1095.9613666183
1287,Funisciurus carruthersi,276.85,RODENTIA,SCIURIDAE,Funisciurus,LC,Herbivore,29277.8250796603
1288,Funisciurus congicus,112.0,RODENTIA,SCIURIDAE,Funisciurus,LC,Herbivore,454197.703508527
1289,Funisciurus duchaillui,186.2877778,RODENTIA,SCIURIDAE,Funisciurus,DD,Herbivore,3444.4500093718
1290,Funisciurus isabella,109.31,RODENTIA,SCIURIDAE,Funisciurus,LC,Herbivore,222636.723333032
1291,Funisciurus lemniscatus,140.99,RODENTIA,SCIURIDAE,Funisciurus,LC,Herbivore,131202.232175162
1292,Funisciurus leucogenys,250.0,RODENTIA,SCIURIDAE,Funisciurus,LC,Herbivore,116954.734409124
1293,Funisciurus pyrropus,243.18,RODENTIA,SCIURIDAE,Funisciurus,LC,Herbivore,879430.713756427
1294,Funisciurus substriatus,185.73,RODENTIA,SCIURIDAE,Funisciurus,DD,Herbivore,10803.0477566661
1295,Furipterus horrens,3.15,CHIROPTERA,FURIPTERIDAE,Furipterus,LC,Carnivore,4542290.1669043
1296,Galago gallarum,250.0,PRIMATES,GALAGIDAE,Galago,LC,Omnivore,179894.230034918
1297,Galago matschiei,211.61,PRIMATES,GALAGIDAE,Galago,LC,Omnivore,31939.4455414476
1298,Galago moholi,191.96,PRIMATES,GALAGIDAE,Galago,LC,Omnivore,1614194.52711924
1299,Galago senegalensis,215.2,PRIMATES,GALAGIDAE,Galago,LC,Omnivore,4438643.53480411
1300,Galagoides thomasi,99.0,PRIMATES,GALAGIDAE,Galagoides,LC,Omnivore,2596802.1752473
1301,Galea flavidens,450.0,RODENTIA,CAVIIDAE,Galea,LC,Herbivore,32722.2750890321
1302,Galea musteloides,386.64,RODENTIA,CAVIIDAE,Galea,DD,Herbivore,12994.9704899027
1303,Galea spixii,360.61,RODENTIA,CAVIIDAE,Galea,LC,Herbivore,1093612.87797555
1304,Galemys pyrenaicus,60.17,EULIPOTYPHLA,TALPIDAE,Galemys,VU,Carnivore,162515.414078542
1305,Galenomys garleppi,59.3,RODENTIA,CRICETIDAE,Galenomys,DD,Herbivore,31313.18190338
1306,Galeopterus variegatus,1100.0,DERMOPTERA,CYNOCEPHALIDAE,Galeopterus,LC,Herbivore,774844.686199138
1307,Galictis cuja,1000.0,CARNIVORA,MUSTELIDAE,Galictis,LC,Omnivore,2071523.5488181
1308,Galictis vittata,3200.0,CARNIVORA,MUSTELIDAE,Galictis,LC,Omnivore,4544012.39190899
1309,Galidia elegans,810.0,CARNIVORA,EUPLERIDAE,Galidia,LC,Omnivore,52449.5796881615
1310,Galidictis fasciata,549.99,CARNIVORA,EUPLERIDAE,Galidictis,VU,Carnivore,42116.2296600461
1311,Gazella cuvieri,25000.0,CETARTIODACTYLA,BOVIDAE,Gazella,VU,Herbivore,46030.3773979686
1312,Gazella dorcas,15635.95,CETARTIODACTYLA,BOVIDAE,Gazella,VU,Herbivore,9461277.91210626
1313,Gazella spekei,20000.0,CETARTIODACTYLA,BOVIDAE,Gazella,EN,Herbivore,15656.59095169
1314,Genetta abyssinica,1405.48,CARNIVORA,VIVERRIDAE,Genetta,DD,Carnivore,27555.6000749744
1315,Genetta angolensis,1859.64,CARNIVORA,VIVERRIDAE,Genetta,LC,Carnivore,308278.275838776
1316,Genetta genetta,1756.17,CARNIVORA,VIVERRIDAE,Genetta,LC,Omnivore,7460365.58848028
1317,Genetta johnstoni,2225.0,CARNIVORA,VIVERRIDAE,Genetta,NT,Carnivore,162202.282259508
1318,Genetta maculata,1950.0,CARNIVORA,VIVERRIDAE,Genetta,LC,Carnivore,8283745.70662966
1319,Genetta pardina,2290.868,CARNIVORA,VIVERRIDAE,Genetta,LC,Carnivore,979163.198118692
1320,Genetta poensis,1865.378167,CARNIVORA,VIVERRIDAE,Genetta,DD,Carnivore,40080.8728363264
1321,Genetta servalina,1175.84,CARNIVORA,VIVERRIDAE,Genetta,LC,Carnivore,1118663.42349825
1322,Genetta thierryi,1400.0,CARNIVORA,VIVERRIDAE,Genetta,LC,Carnivore,1412537.63566147
1323,Genetta tigrina,2066.57,CARNIVORA,VIVERRIDAE,Genetta,LC,Carnivore,32878.840998549
1324,Genetta victoriae,2743.69,CARNIVORA,VIVERRIDAE,Genetta,LC,Carnivore,462495.696712923
1325,Geocapromys brownii,1497.48,RODENTIA,CAPROMYIDAE,Geocapromys,VU,Herbivore,156.5659095169
1326,Geogale aurita,6.69,AFROSORICIDA,TENRECIDAE,Geogale,LC,Carnivore,2818.1863713042
1327,Geomys arenarius,206.0,RODENTIA,GEOMYIDAE,Geomys,NT,Herbivore,7515.1636568112
1328,Geomys attwateri,144.06,RODENTIA,GEOMYIDAE,Geomys,LC,Herbivore,19570.7386896125
1329,Geomys breviceps,136.47,RODENTIA,GEOMYIDAE,Geomys,LC,Herbivore,15813.1568612069
1330,Geomys bursarius,203.75,RODENTIA,GEOMYIDAE,Geomys,LC,Herbivore,1008284.45728884
1331,Geomys knoxjonesi,172.49,RODENTIA,GEOMYIDAE,Geomys,LC,Herbivore,58712.2160688375
1332,Geomys personatus,397.0,RODENTIA,GEOMYIDAE,Geomys,LC,Herbivore,1565.659095169
1333,Geomys pinetis,201.15,RODENTIA,GEOMYIDAE,Geomys,LC,Herbivore,130106.270808544
1334,Geomys texensis,203.751,RODENTIA,GEOMYIDAE,Geomys,LC,Herbivore,8611.1250234295
1335,Geomys tropicalis,349.99,RODENTIA,GEOMYIDAE,Geomys,CR,Herbivore,1722.2250046859
1336,Georychus capensis,188.36,RODENTIA,BATHYERGIDAE,Georychus,LC,Herbivore,37106.1205555053
1337,Geoxus valdivianus,30.8,RODENTIA,CRICETIDAE,Geoxus,LC,Carnivore,72646.5820158416
1338,Gerbilliscus afra,92.13,RODENTIA,MURIDAE,Gerbilliscus,LC,Omnivore,782.8295475845
1339,Gerbilliscus boehmi,49.03325904,RODENTIA,MURIDAE,Gerbilliscus,LC,Omnivore,617339.381225137
1340,Gerbilliscus brantsii,89.41,RODENTIA,MURIDAE,Gerbilliscus,LC,Omnivore,1362593.11052558
1341,Gerbilliscus gambiana,99.38302355,RODENTIA,MURIDAE,Gerbilliscus,LC,Omnivore,247687.268855736
1342,Gerbilliscus guineae,102.5,RODENTIA,MURIDAE,Gerbilliscus,LC,Omnivore,836061.956820246
1343,Gerbilliscus inclusus,118.5,RODENTIA,MURIDAE,Gerbilliscus,LC,Omnivore,16752.5523183083
1344,Gerbilliscus kempi,100.83,RODENTIA,MURIDAE,Gerbilliscus,LC,Omnivore,3887061.83557608
1345,Gerbilliscus leucogaster,73.75,RODENTIA,MURIDAE,Gerbilliscus,LC,Omnivore,2497382.82270407
1346,Gerbilliscus nigricaudus,123.0,RODENTIA,MURIDAE,Gerbilliscus,LC,Omnivore,477056.326297994
1347,Gerbilliscus phillipsi,127.07,RODENTIA,MURIDAE,Gerbilliscus,LC,Omnivore,13464.6682184534
1348,Gerbilliscus robustus,95.99,RODENTIA,MURIDAE,Gerbilliscus,LC,Omnivore,3593187.62341285
1349,Gerbilliscus validus,121.0,RODENTIA,MURIDAE,Gerbilliscus,LC,Omnivore,2801277.25307637
1350,Gerbillurus paeba,25.91,RODENTIA,MURIDAE,Gerbillurus,LC,Herbivore,1017678.41185985
1351,Gerbillurus setzeri,38.29,RODENTIA,MURIDAE,Gerbillurus,LC,Herbivore,47909.1683121714
1352,Gerbillurus tytonis,29.79,RODENTIA,MURIDAE,Gerbillurus,LC,Herbivore,27242.4682559406
1353,Gerbillurus vallinus,35.24,RODENTIA,MURIDAE,Gerbillurus,LC,Herbivore,112727.454852168
1354,Gerbillus acticola,40.08709228,RODENTIA,MURIDAE,Gerbillus,DD,Omnivore,23171.7546085012
1355,Gerbillus amoenus,13.2,RODENTIA,MURIDAE,Gerbillus,LC,Omnivore,844203.384115125
1356,Gerbillus andersoni,27.5,RODENTIA,MURIDAE,Gerbillus,LC,Omnivore,80944.5752202373
1357,Gerbillus aquilus,63.85388804,RODENTIA,MURIDAE,Gerbillus,LC,Omnivore,560192.824251468
1358,Gerbillus bottai,40.08709228,RODENTIA,MURIDAE,Gerbillus,DD,Omnivore,27555.6000749744
1359,Gerbillus brockmani,40.08709228,RODENTIA,MURIDAE,Gerbillus,DD,Omnivore,313.1318190338
1360,Gerbillus campestris,28.4,RODENTIA,MURIDAE,Gerbillus,LC,Omnivore,723647.633787112
1361,Gerbillus cheesmani,28.0,RODENTIA,MURIDAE,Gerbillus,LC,Omnivore,2183468.17412269
1362,Gerbillus cosensis,40.08709228,RODENTIA,MURIDAE,Gerbillus,DD,Omnivore,23171.7546085012
1363,Gerbillus dasyurus,23.5,RODENTIA,MURIDAE,Gerbillus,LC,Omnivore,1391244.67196717
1364,Gerbillus dunni,63.85388804,RODENTIA,MURIDAE,Gerbillus,LC,Omnivore,162985.111807093
1365,Gerbillus famulus,37.0,RODENTIA,MURIDAE,Gerbillus,LC,Omnivore,40550.5705648771
1366,Gerbillus floweri,63.85388804,RODENTIA,MURIDAE,Gerbillus,LC,Omnivore,69515.2638255036
1367,Gerbillus gerbillus,26.99,RODENTIA,MURIDAE,Gerbillus,LC,Omnivore,8882610.3105318
1368,Gerbillus gleadowi,26.01,RODENTIA,MURIDAE,Gerbillus,LC,Omnivore,24424.2818846364
1369,Gerbillus grobbeni,40.08709228,RODENTIA,MURIDAE,Gerbillus,DD,Omnivore,939.3954571014
1370,Gerbillus harwoodi,63.85388804,RODENTIA,MURIDAE,Gerbillus,LC,Omnivore,72176.8842872909
1371,Gerbillus henleyi,8.0,RODENTIA,MURIDAE,Gerbillus,LC,Omnivore,3143843.46309935
1372,Gerbillus hesperinus,63.85388804,RODENTIA,MURIDAE,Gerbillus,EN,Omnivore,782.8295475845
1373,Gerbillus hoogstraali,63.85388804,RODENTIA,MURIDAE,Gerbillus,VU,Omnivore,6419.2022901929
1374,Gerbillus jamesi,40.08709228,RODENTIA,MURIDAE,Gerbillus,DD,Omnivore,939.3954571014
1375,Gerbillus juliani,40.08709228,RODENTIA,MURIDAE,Gerbillus,LC,Omnivore,64505.1547209628
1376,Gerbillus latastei,39.55,RODENTIA,MURIDAE,Gerbillus,LC,Omnivore,147641.652674437
1377,Gerbillus lowei,40.08709228,RODENTIA,MURIDAE,Gerbillus,DD,Omnivore,3131.318190338
1378,Gerbillus maghrebi,63.85388804,RODENTIA,MURIDAE,Gerbillus,LC,Omnivore,55424.3319689826
1379,Gerbillus mesopotamiae,20.0,RODENTIA,MURIDAE,Gerbillus,LC,Omnivore,91434.4911578696
1380,Gerbillus muriculus,40.08709228,RODENTIA,MURIDAE,Gerbillus,DD,Omnivore,469.6977285507
1381,Gerbillus nancillus,40.08709228,RODENTIA,MURIDAE,Gerbillus,DD,Omnivore,857041.78869551
1382,Gerbillus nanus,25.5,RODENTIA,MURIDAE,Gerbillus,LC,Omnivore,9118242.00435474
1383,Gerbillus nigeriae,29.7,RODENTIA,MURIDAE,Gerbillus,LC,Omnivore,66070.8138161318
1384,Gerbillus occiduus,40.08709228,RODENTIA,MURIDAE,Gerbillus,DD,Omnivore,43525.3228456982
1385,Gerbillus percivali,40.08709228,RODENTIA,MURIDAE,Gerbillus,DD,Omnivore,18.156332144043
1386,Gerbillus perpallidus,52.22,RODENTIA,MURIDAE,Gerbillus,LC,Omnivore,17691.9477754097
1387,Gerbillus poecilops,31.5,RODENTIA,MURIDAE,Gerbillus,LC,Omnivore,93469.8479815893
1388,Gerbillus pulvinatus,63.85388804,RODENTIA,MURIDAE,Gerbillus,LC,Omnivore,31939.4455414476
1389,Gerbillus pusillus,12.55,RODENTIA,MURIDAE,Gerbillus,LC,Omnivore,222480.157423515
1390,Gerbillus pyramidum,42.8,RODENTIA,MURIDAE,Gerbillus,LC,Omnivore,2882691.52602516
1391,Gerbillus rosalinda,63.85388804,RODENTIA,MURIDAE,Gerbillus,LC,Omnivore,62469.7978972431
1392,Gerbillus rupicola,40.08709228,RODENTIA,MURIDAE,Gerbillus,LC,Omnivore,2661.6204617873
1393,Gerbillus simoni,17.4,RODENTIA,MURIDAE,Gerbillus,LC,Omnivore,76247.5979347303
1394,Gerbillus somalicus,40.08709228,RODENTIA,MURIDAE,Gerbillus,DD,Omnivore,35540.4614603363
1395,Gerbillus stigmonyx,40.08709228,RODENTIA,MURIDAE,Gerbillus,DD,Omnivore,5323.2409235746
1396,Gerbillus tarabuli,63.85388804,RODENTIA,MURIDAE,Gerbillus,LC,Omnivore,5819398.29083365
1397,Gerbillus watersi,10.4,RODENTIA,MURIDAE,Gerbillus,LC,Omnivore,114919.377585405
1398,Glaucomys sabrinus,137.53,RODENTIA,SCIURIDAE,Glaucomys,LC,Omnivore,2082326.59657477
1399,Glaucomys volans,71.9,RODENTIA,SCIURIDAE,Glaucomys,LC,Omnivore,1660538.03633624
1400,Glauconycteris alboguttata,8.347142857,CHIROPTERA,VESPERTILIONIDAE,Glauconycteris,LC,Carnivore,330980.332718727
1401,Glauconycteris argentata,9.3,CHIROPTERA,VESPERTILIONIDAE,Glauconycteris,LC,Carnivore,868627.665999761
1402,Glauconycteris beatrix,7.5,CHIROPTERA,VESPERTILIONIDAE,Glauconycteris,LC,Carnivore,685915.249593539
1403,Glauconycteris curryae,8.347142857,CHIROPTERA,VESPERTILIONIDAE,Glauconycteris,DD,Carnivore,209954.884662163
1404,Glauconycteris egeria,8.347142857,CHIROPTERA,VESPERTILIONIDAE,Glauconycteris,DD,Carnivore,251601.416593658
1405,Glauconycteris gleni,10.81,CHIROPTERA,VESPERTILIONIDAE,Glauconycteris,DD,Carnivore,313.1318190338
1406,Glauconycteris humeralis,5.49,CHIROPTERA,VESPERTILIONIDAE,Glauconycteris,DD,Carnivore,212773.071033467
1407,Glauconycteris kenyacola,7.17,CHIROPTERA,VESPERTILIONIDAE,Glauconycteris,DD,Carnivore,156.5659095169
1408,Glauconycteris machadoi,8.347142857,CHIROPTERA,VESPERTILIONIDAE,Glauconycteris,DD,Carnivore,313.1318190338
1409,Glauconycteris poensis,6.91,CHIROPTERA,VESPERTILIONIDAE,Glauconycteris,LC,Carnivore,685602.117774505
1410,Glauconycteris superba,8.347142857,CHIROPTERA,VESPERTILIONIDAE,Glauconycteris,LC,Carnivore,469.6977285507
1411,Glauconycteris variegata,11.25,CHIROPTERA,VESPERTILIONIDAE,Glauconycteris,LC,Carnivore,4680694.43091724
1412,Glironia venusta,114.0,DIDELPHIMORPHIA,DIDELPHIDAE,Glironia,LC,Omnivore,2121937.77168255
1413,Glirulus japonicus,27.0,RODENTIA,GLIRIDAE,Glirulus,LC,Omnivore,76560.7297537641
1414,Glis glis,128.09,RODENTIA,GLIRIDAE,Glis,LC,Omnivore,1645820.84084165
1415,Glischropus javanus,4.59,CHIROPTERA,VESPERTILIONIDAE,Glischropus,DD,Carnivore,626.2636380676
1416,Glischropus tylopus,4.59,CHIROPTERA,VESPERTILIONIDAE,Glischropus,LC,Carnivore,433531.003452296
1417,Glossophaga commissarisi,9.15,CHIROPTERA,PHYLLOSTOMIDAE,Glossophaga,LC,Omnivore,1726921.98197141
1418,Glossophaga leachii,10.24,CHIROPTERA,PHYLLOSTOMIDAE,Glossophaga,LC,Omnivore,105995.120742941
1419,Glossophaga longirostris,13.32,CHIROPTERA,PHYLLOSTOMIDAE,Glossophaga,DD,Omnivore,154217.420874146
1420,Glossophaga morenoi,8.54,CHIROPTERA,PHYLLOSTOMIDAE,Glossophaga,LC,Omnivore,87363.7775104302
1421,Glossophaga soricina,9.97,CHIROPTERA,PHYLLOSTOMIDAE,Glossophaga,LC,Herbivore,9599682.1761192
1422,Glyphonycteris behnii,13.76,CHIROPTERA,PHYLLOSTOMIDAE,Glyphonycteris,DD,Omnivore,782672.981674983
1423,Glyphonycteris daviesi,18.61,CHIROPTERA,PHYLLOSTOMIDAE,Glyphonycteris,LC,Omnivore,3389182.24331233
1424,Glyphonycteris sylvestris,8.91,CHIROPTERA,PHYLLOSTOMIDAE,Glyphonycteris,LC,Carnivore,3587394.68476073
1425,Glyphotes simus,590.0703713,RODENTIA,SCIURIDAE,Glyphotes,DD,Herbivore,16439.4204992745
1426,Golunda ellioti,60.73,RODENTIA,MURIDAE,Golunda,LC,Herbivore,2477185.82037639
1427,Gracilinanus aceramarcae,20.5,DIDELPHIMORPHIA,DIDELPHIDAE,Gracilinanus,LC,Omnivore,13308.1023089365
1428,Gracilinanus agilis,22.03,DIDELPHIMORPHIA,DIDELPHIDAE,Gracilinanus,LC,Omnivore,321899.509966746
1429,Gracilinanus dryas,18.53,DIDELPHIMORPHIA,DIDELPHIDAE,Gracilinanus,LC,Omnivore,12525.272761352
1430,Gracilinanus emiliae,7.59,DIDELPHIMORPHIA,DIDELPHIDAE,Gracilinanus,DD,Omnivore,91904.1888864203
1431,Gracilinanus marica,23.8,DIDELPHIMORPHIA,DIDELPHIDAE,Gracilinanus,LC,Omnivore,77343.5593013486
1432,Gracilinanus microtarsus,29.3,DIDELPHIMORPHIA,DIDELPHIDAE,Gracilinanus,LC,Omnivore,196646.782353226
1433,Grammomys aridulus,47.34722201,RODENTIA,MURIDAE,Grammomys,DD,Omnivore,156.5659095169
1434,Grammomys buntingi,47.34722201,RODENTIA,MURIDAE,Grammomys,DD,Omnivore,80318.3115821697
1435,Grammomys caniceps,47.34722201,RODENTIA,MURIDAE,Grammomys,DD,Omnivore,41333.4001124616
1436,Grammomys cometes,45.0,RODENTIA,MURIDAE,Grammomys,LC,Omnivore,64035.4569924121
1437,Grammomys dolichurus,41.85,RODENTIA,MURIDAE,Grammomys,LC,Omnivore,1444163.94938389
1438,Grammomys dryas,63.85388804,RODENTIA,MURIDAE,Grammomys,NT,Omnivore,5792.9386521253
1439,Grammomys gigas,63.85388804,RODENTIA,MURIDAE,Grammomys,EN,Omnivore,1409.0931856521
1440,Grammomys ibeanus,41.19,RODENTIA,MURIDAE,Grammomys,LC,Omnivore,41489.9660219785
1441,Grammomys kuru,50.03,RODENTIA,MURIDAE,Grammomys,LC,Omnivore,877708.488751741
1442,Grammomys macmillani,37.01,RODENTIA,MURIDAE,Grammomys,LC,Omnivore,2661.6204617873
1443,Grammomys minnae,35.99,RODENTIA,MURIDAE,Grammomys,VU,Omnivore,10959.613666183
1444,Graomys domorum,102.0,RODENTIA,CRICETIDAE,Graomys,LC,Herbivore,15186.8932231393
1445,Graomys edithae,40.4,RODENTIA,CRICETIDAE,Graomys,DD,Herbivore,626.2636380676
1446,Graomys griseoflavus,68.32,RODENTIA,CRICETIDAE,Graomys,LC,Herbivore,156.5659095169
1447,Graphiurus angolensis,23.82218973,RODENTIA,GLIRIDAE,Graphiurus,DD,Omnivore,36636.4228269546
1448,Graphiurus christyi,3.015691219,RODENTIA,GLIRIDAE,Graphiurus,LC,Omnivore,247530.702946219
1449,Graphiurus crassicaudatus,23.82218973,RODENTIA,GLIRIDAE,Graphiurus,DD,Omnivore,167838.655002117
1450,Graphiurus johnstoni,23.82218973,RODENTIA,GLIRIDAE,Graphiurus,DD,Omnivore,313.1318190338
1451,Graphiurus kelleni,10.5,RODENTIA,GLIRIDAE,Graphiurus,LC,Omnivore,1677134.02274503
1452,Graphiurus lorraineus,27.00440498,RODENTIA,GLIRIDAE,Graphiurus,LC,Omnivore,1213542.36466549
1453,Graphiurus microtis,3.365900551,RODENTIA,GLIRIDAE,Graphiurus,LC,Omnivore,2092033.68296482
1454,Graphiurus monardi,23.82218973,RODENTIA,GLIRIDAE,Graphiurus,DD,Omnivore,3287.8840998549
1455,Graphiurus murinus,20.07,RODENTIA,GLIRIDAE,Graphiurus,LC,Omnivore,493339.180887752
1456,Graphiurus nagtglasii,30.0,RODENTIA,GLIRIDAE,Graphiurus,LC,Omnivore,258177.184793368
1457,Graphiurus ocularis,68.8,RODENTIA,GLIRIDAE,Graphiurus,LC,Omnivore,21919.227332366
1458,Graphiurus platyops,46.1,RODENTIA,GLIRIDAE,Graphiurus,LC,Omnivore,2191.9227332366
1459,Graphiurus rupicola,3.365900551,RODENTIA,GLIRIDAE,Graphiurus,LC,Omnivore,313.1318190338
1460,Graphiurus surdus,26.0,RODENTIA,GLIRIDAE,Graphiurus,DD,Omnivore,39454.6091982588
1461,Gulo gulo,12792.49,CARNIVORA,MUSTELIDAE,Gulo,LC,Omnivore,7859452.09183886
1462,Gymnuromys roberti,97.5,RODENTIA,NESOMYIDAE,Gymnuromys,LC,Omnivore,34287.9341842011
1463,Habromys chinanteco,40.0,RODENTIA,CRICETIDAE,Habromys,CR,Omnivore,83.0368104355469
1464,Habromys delicatulus,49.098,RODENTIA,CRICETIDAE,Habromys,EN,Omnivore,782.8295475845
1465,Habromys ixtlani,40.5,RODENTIA,CRICETIDAE,Habromys,CR,Omnivore,92.1515714375
1466,Habromys lepturus,84.99,RODENTIA,CRICETIDAE,Habromys,CR,Omnivore,156.5659095169
1467,Habromys lophurus,40.0,RODENTIA,CRICETIDAE,Habromys,NT,Omnivore,16909.1182278252
1468,Habromys schmidlyi,49.098,RODENTIA,CRICETIDAE,Habromys,CR,Omnivore,80.9470734257812
