"binomial","range_km_2"
"Cricetulus kamensis",9237.3886614971
"Cricetulus lama",24267.7159751195
"Cricetulus longicaudatus",115075.943494921
"Cricetulus migratorius",3823652.64222173
"Cricetulus sokolovi",20666.7000562308
"Cricetulus tibetanus",156.5659095169
"Cricetus cricetus",2133993.34671535
"Crocidura aleksandrisi",2035.3568237197
"Crocidura allex",626.2636380676
"Crocidura andamanensis",46.3797523251953
"Crocidura ansellorum",1095.9613666183
"Crocidura arabica",1095.9613666183
"Crocidura arispa",1095.9613666183
"Crocidura armenica",782.8295475845
"Crocidura attenuata",1428350.79252268
"Crocidura attila",212616.50512395
"Crocidura baileyi",156.5659095169
"Crocidura baluensis",2818.1863713042
"Crocidura batesi",159697.227707238
"Crocidura beatus",27085.9023464237
"Crocidura beccarii",71237.4888301895
"Crocidura bottegi",49631.3933168573
"Crocidura bottegoides",1722.2250046859
"Crocidura brunnea",5949.5045616422
"Crocidura buettikoferi",16909.1182278252
"Crocidura caliginea",67166.7751827501
"Crocidura canariensis",1252.5272761352
"Crocidura cinderella",272737.81437844
"Crocidura congobelgica",83136.4979534739
"Crocidura crenata",198369.007357912
"Crocidura crossei",187722.525510763
"Crocidura cyanea",292621.684887086
"Crocidura denti",567394.856089245
"Crocidura desperata",3131.318190338
"Crocidura dhofarensis",89.3315870058594
"Crocidura dolichura",748698.179309816
"Crocidura douceti",32409.1432699983
"Crocidura dsinezumi",24580.8477941533
"Crocidura eisentrauti",313.1318190338
"Crocidura elgonius",11585.8773042506
"Crocidura elongata",94409.2434386907
"Crocidura erica",111005.229847482
"Crocidura fischeri",2505.0545522704
"Crocidura flavescens",30686.9182653124
"Crocidura floweri",22858.6227894674
"Crocidura foetida",591819.137973882
"Crocidura foxi",8767.6909329464
"Crocidura fuliginosa",1057133.02105811
"Crocidura fulvastra",1959735.48942304
"Crocidura fumosa",4227.2795569563
"Crocidura fuscomurina",6431101.29931618
"Crocidura glassi",2661.6204617873
"Crocidura gmelini",855632.695509858
"Crocidura goliath",459207.812613068
"Crocidura grandiceps",626.2636380676
"Crocidura grandis",469.6977285507
"Crocidura grassei",171596.236830522
"Crocidura grayi",20979.8318752646
"Crocidura greenwoodi",50414.2228644418
"Crocidura harenna",156.5659095169
"Crocidura hikmiya",4.00756029003906
"Crocidura hildegardeae",607788.860744606
"Crocidura hilliana",782.8295475845
"Crocidura hirta",2299326.94716519
"Crocidura hispida",37.5206130136719
"Crocidura horsfieldii",5010.1091045408
"Crocidura hutanis",11899.0091232844
"Crocidura indochinensis",60591.0069830403
"Crocidura jacksoni",36949.5546459884
"Crocidura jenkinsi",76.3840095595703
"Crocidura jouvenetae",98793.0889051639
"Crocidura katinka",27868.7318940082
"Crocidura kivuana",782.8295475845
"Crocidura lamottei",903072.166093479
"Crocidura lanosa",2348.4886427535
"Crocidura lasiura",58242.5183402868
"Crocidura latona",120712.31623753
"Crocidura lea",11429.3113947337
"Crocidura lepidura",191949.805067719
"Crocidura leucodon",2616999.17757498
"Crocidura levicula",4853.5431950239
"Crocidura littoralis",837157.918186864
"Crocidura longipes",782.8295475845
"Crocidura lucina",313.1318190338
"Crocidura ludia",332545.991813896
"Crocidura luna",58868.7819783544
"Crocidura lusitania",372626.864650222
"Crocidura macarthuri",234692.298365833
"Crocidura macmillani",6419.2022901929
"Crocidura macowi",284.991108607544
"Crocidura malayana",79065.7843060345
"Crocidura manengubae",1409.0931856521
"Crocidura maquassiensis",53858.6728738136
"Crocidura mariquensis",2082326.59657477
"Crocidura maurisca",571778.701555719
"Crocidura maxi",43838.454664732
"Crocidura mindorus",313.1318190338
"Crocidura miya",156.5659095169
"Crocidura monax",1878.7909142028
"Crocidura monticola",691551.622336147
"Crocidura montis",8924.2568424633
"Crocidura muricauda",125409.293523037
"Crocidura musseri",90.5887909500732
"Crocidura mutesae",14873.7614041055
"Crocidura nana",313.1318190338
"Crocidura nanilla",395955.18516824
"Crocidura negligens",37419.2523745391
"Crocidura negrina",313.1318190338
"Crocidura nicobarica",90.2079362890625
"Crocidura nigeriae",27085.9023464237
"Crocidura nigripes",57146.5569736685
"Crocidura nigrofusca",392980.432887419
"Crocidura nimbae",21919.227332366
"Crocidura niobe",9550.5204805309
"Crocidura obscurior",123843.634427868
"Crocidura olivieri",13271779.0179286
"Crocidura orientalis",313.1318190338
"Crocidura orii",939.3954571014
"Crocidura pachyura",37419.2523745391
"Crocidura palawanensis",1878.7909142028
"Crocidura paradoxura",84389.0252296091
"Crocidura parvipes",2770746.90072058
"Crocidura pasha",100045.616181299
"Crocidura pergrisea",9.42195615039062
"Crocidura phaeura",939.3954571014
"Crocidura picea",2035.3568237197
"Crocidura pitmani",35853.5932793701
"Crocidura poensis",205101.341467139
"Crocidura polia",156.5659095169
"Crocidura pullata",49944.5251358911
"Crocidura raineyi",156.5659095169
"Crocidura ramona",156.5659095169
"Crocidura religiosa",14873.7614041055
"Crocidura rhoditis",62939.4956257938
"Crocidura roosevelti",1976331.47583183
"Crocidura russula",957870.234424394
"Crocidura selina",469.6977285507
"Crocidura serezkyensis",280096.412125734
"Crocidura shantungensis",1590396.50887267
"Crocidura sibirica",2074654.86700844
"Crocidura sicula",17065.6841373421
"Crocidura silacea",222949.855152066
"Crocidura smithii",116641.60259009
"Crocidura somalica",40863.7023839109
"Crocidura stenocephala",1252.5272761352
"Crocidura suaveolens",4613840.78755353
"Crocidura susiana",4070.7136474394
"Crocidura tanakae",469.6977285507
"Crocidura tansaniana",626.2636380676
"Crocidura tarella",782.8295475845
"Crocidura tarfayensis",239232.709741823
"Crocidura telfordi",782.8295475845
"Crocidura tenuis",939.3954571014
"Crocidura thalia",23641.4523370519
"Crocidura theresae",43368.7569361813
"Crocidura thomensis",469.6977285507
"Crocidura turba",1158118.03269651
"Crocidura ultima",1409.0931856521
"Crocidura usambarae",939.3954571014
"Crocidura viaria",3185333.42912133
"Crocidura virgata",84.3791222936096
"Crocidura voi",1694982.53642996
"Crocidura vorax",409732.985205727
"Crocidura vosmaeri",2348.4886427535
"Crocidura watasei",782.8295475845
"Crocidura whitakeri",88616.3047865654
"Crocidura wimmeri",33.8020277463989
"Crocidura wuchihensis",3757.5818284056
"Crocidura xantippe",23015.1886989843
"Crocidura yankariensis",930471.200258937
"Crocidura zaphiri",10176.7841185985
"Crocidura zarudnyi",314227.780400418
"Crocidura zimmeri",626.2636380676
"Crocidura zimmermanni",626.2636380676
"Crocuta crocuta",7726214.50283998
"Crossarchus alexandri",832774.072720391
"Crossarchus ansorgei",360258.157798387
"Crossarchus obscurus",294970.17352984
"Crossarchus platycephalus",263343.859807426
"Crossomys moncktoni",119459.788961395
"Crunomys celebensis",8611.1250234295
"Crunomys fallax",469.6977285507
"Crunomys melanius",16439.4204992745
"Crunomys suncoides",469.6977285507
"Cryptochloris zyli",626.2636380676
"Cryptomys hottentotus",230621.584718394
"Cryptonanus agricolai",114606.245766371
"Cryptonanus chacoensis",131671.929903713
"Cryptonanus guahybae",7045.4659282605
"Cryptoprocta ferox",92530.4525244879
"Cryptotis alticola",110848.663937965
"Cryptotis brachyonyx",10489.9159376323
"Cryptotis colombiana",2661.6204617873
"Cryptotis endersi",939.3954571014
"Cryptotis equatoris",17065.6841373421
"Cryptotis goldmani",28964.6932606265
"Cryptotis goodwini",20666.7000562308
"Cryptotis gracilis",8297.9932043957
"Cryptotis griseoventris",156.5659095169
"Cryptotis hondurensis",156.5659095169
"Cryptotis magna",8297.9932043957
"Cryptotis mayensis",99106.2207241977
"Cryptotis medellinia",7671.7295663281
"Cryptotis meridensis",7045.4659282605
"Cryptotis merriami",48065.7342216883
"Cryptotis mexicana",14404.0636755548
"Cryptotis montivaga",7828.295475845
"Cryptotis nelsoni",26.7858482558594
"Cryptotis nigrescens",14090.931856521
"Cryptotis obscura",3131.318190338
"Cryptotis orophila",22545.4909704336
"Cryptotis parva",3074484.76518336
"Cryptotis peregrina",626.2636380676
"Cryptotis peruviensis",2661.6204617873
"Cryptotis phillipsii",1565.659095169
"Cryptotis squamipes",23954.5841560857
"Cryptotis tamensis",4383.8454664732
"Cryptotis thomasi",17848.5136849266
"Cryptotis tropicalis",38515.2137411574
"Ctenodactylus gundi",8454.5591139126
"Ctenodactylus vali",939.3954571014
"Ctenomys argentinus",156.5659095169
"Ctenomys australis",38045.5160126067
"Ctenomys azarae",7515.1636568112
"Ctenomys bergi",2035.3568237197
"Ctenomys boliviensis",65914.2479066149
"Ctenomys bonettoi",19570.7386896125
"Ctenomys colburni",1095.9613666183
"Ctenomys coludo",34287.9341842011
"Ctenomys conoveri",98636.522995647
"Ctenomys coyhaiquensis",2661.6204617873
"Ctenomys dorbignyi",85171.8547771936
"Ctenomys dorsalis",35853.5932793701
"Ctenomys emilianus",26146.5068893223
"Ctenomys flamarioni",36323.2910079208
"Ctenomys fodax",43055.6251171475
"Ctenomys frater",42272.795569563
"Ctenomys fulvus",16909.1182278252
"Ctenomys goodfellowi",18161.6455039604
"Ctenomys haigi",939.3954571014
"Ctenomys johannis",47909.1683121714
"Ctenomys knighti",2505.0545522704
"Ctenomys lami",11429.3113947337
"Ctenomys latro",6575.7681997098
"Ctenomys leucodon",10959.613666183
"Ctenomys lewisi",1565.659095169
"Ctenomys magellanicus",252853.943869793
"Ctenomys maulinus",52136.4478691277
"Ctenomys mendocinus",124156.766246902
"Ctenomys minutus",7828.295475845
"Ctenomys occultus",38515.2137411574
"Ctenomys opimus",56050.5956070502
"Ctenomys osvaldoreigi",1722.2250046859
"Ctenomys pearsoni",156.5659095169
"Ctenomys perrensi",45247.5478503841
"Ctenomys peruanus",4383.8454664732
"Ctenomys pilarensis",1722.2250046859
"Ctenomys porteousi",45404.113759901
"Ctenomys pundti",1095.9613666183
"Ctenomys rionegrensis",87363.7775104302
"Ctenomys roigi",156.5659095169
"Ctenomys saltarius",78439.5206679669
"Ctenomys scagliai",59025.3478878713
"Ctenomys sericeus",1565.659095169
"Ctenomys sociabilis",22388.9250609167
"Ctenomys steinbachi",12681.8386708689
"Ctenomys talarum",2035.3568237197
"Ctenomys torquatus",156.5659095169
"Ctenomys tuconax",3601.0159188887
"Ctenomys tucumanus",3757.5818284056
"Ctenomys validus",56520.2933356009
"Ctenomys viperinus",67949.6047303346
"Cuniculus paca",4290532.18440113
"Cuniculus taczanowskii",248626.664312837
"Cuon alpinus",1568164.14972127
"Cuscomys ashaninka",44.2260220556641
"Cyclopes didactylus",4733613.70833395
"Cynictis penicillata",1590553.07478219
"Cynocephalus volans",56676.8592451178
"Cynogale bennettii",410672.380662829
"Cynomops abrasus",3993683.21995708
"Cynomops greenhalli",2066983.13744211
"Cynomops mexicanus",90025.3979722175
"Cynomops paranus",4110168.25663766
"Cynomops planirostris",5595822.17204352
"Cynomys gunnisoni",26929.3364369068
"Cynomys leucurus",22388.9250609167
"Cynomys ludovicianus",287924.707601579
"Cynomys mexicanus",13308.1023089365
"Cynomys parvidens",1095.9613666183
"Cynopterus brachyotis",1565189.39744045
"Cynopterus horsfieldii",1144496.79856854
"Cynopterus luzoniensis",370278.376007468
"Cynopterus minutus",312505.555395732
"Cynopterus nusatenggara",782.8295475845
"Cynopterus sphinx",2230594.51288727
"Cynopterus titthaecheilus",90651.6616102851
"Cyttarops alecto",456389.626241763
"Dacnomys millardi",4227.2795569563
"Dactylomys boliviensis",259899.409798054
"Dactylomys dactylinus",1883018.19375976
"Dactylomys peruanus",156.5659095169
"Dactylonax palpator",186313.432325111
"Dactylopsila megalura",54641.5024213981
"Dactylopsila tatei",156.5659095169
"Dactylopsila trivirgata",505238.190011036
"Dama dama",2079978.10793202
"Dama mesopotamica",469.6977285507
"Damaliscus lunatus",1144966.49629709
"Damaliscus pygargus",36010.159188887
"Dasycercus blythi",1448234.66303132
"Dasycercus cristicauda",114919.377585405
"Dasykaluta rosamondae",228742.793804191
"Dasymys foxi",51040.4865025094
"Dasymys incomtus",4556224.53285131
"Dasymys montanus",1409.0931856521
"Dasymys nudipes",137778.000374872
"Dasymys rufulus",626.2636380676
"Dasyprocta azarae",245808.477941533
"Dasyprocta coibae",469.6977285507
"Dasyprocta fuliginosa",1790018.04350672
"Dasyprocta guamara",1878.7909142028
"Dasyprocta kalinowskii",31782.8796319307
"Dasyprocta leporina",1515088.30639504
"Dasyprocta mexicana",11585.8773042506
"Dasyprocta prymnolopha",1347249.65139292
"Dasyprocta punctata",487389.67632611
"Dasyprocta ruatanica",156.605591617187
"Dasypus hybridus",1124299.79624086
"Dasypus kappleri",3417207.54111586
"Dasypus novemcinctus",16647809.7248415
"Dasypus pilosus",28808.1273511096
"Dasypus sabanicola",115545.641223472
"Dasypus septemcinctus",883344.86149435
"Dasypus yepesi",2191.9227332366
"Dasyuroides byrnei",10333.3500281154
"Dasyurus albopunctatus",432278.476176161
"Dasyurus geoffroii",80474.8774916866
"Dasyurus hallucatus",64974.8524495135
"Dasyurus maculatus",142005.279931828
"Dasyurus spartacus",26146.5068893223
"Dasyurus viverrinus",52762.7115071953
"Daubentonia madagascariensis",56363.727426084
"Delanymys brooksi",4383.8454664732
"Delomys collinus",22388.9250609167
"Delomys dorsalis",148424.482222021
"Delomys sublineatus",51353.6183215432
"Deltamys kempi",156.5659095169
"Dendrogale melanura",23015.1886989843
"Dendrogale murina",62156.6660782093
"Dendrohyrax arboreus",1361653.71506848
"Dendrohyrax dorsalis",1628911.72261383
"Dendrohyrax validus",6262.636380676
"Dendrolagus bennettianus",2035.3568237197
"Dendrolagus dorianus",37262.6864650222
"Dendrolagus goodfellowi",98166.8252670963
"Dendrolagus inustus",109909.268480864
"Dendrolagus lumholtzi",6732.3341092267
"Dendrolagus matschiei",11429.3113947337
"Dendrolagus mbaiso",4070.7136474394
"Dendrolagus notatus",67636.4729113008
"Dendrolagus pulcherrimus",156.5659095169
"Dendrolagus scottae",939.3954571014
"Dendrolagus spadix",22232.3591513998
"Dendrolagus stellarum",40394.0046553602
"Dendrolagus ursinus",26459.6387083561
"Dendromus insignis",8611.1250234295
"Dendromus kahuziensis",313.1318190338
"Dendromus kivu",23328.3205180181
"Dendromus lovati",626.2636380676
"Dendromus melanotis",1649108.72494151
"Dendromus mesomelas",187252.827782212
"Dendromus messorius",156.5659095169
"Dendromus mystacalis",1392653.76515283
"Dendromus nyikae",829173.056801502
"Dendromus oreas",1409.0931856521
"Dendroprionomys rousseloti",313.1318190338
"Deomys ferrugineus",600586.828906828
"Dephomys defua",159697.227707238
"Desmana moschata",3287.8840998549
"Desmodilliscus braueri",255358.998422064
"Desmodillus auricularis",352116.730503508
"Desmodus rotundus",1165946.32817235
"Desmomys harringtoni",173161.895925691
"Desmomys yaldeni",5636.3727426084
"Diaemus youngi",6057378.47329934
"Dicerorhinus sumatrensis",497566.460444708
"Diceros bicornis",3106737.34254385
"Diclidurus albus",3897238.61969467
"Diclidurus ingens",1194911.02143298
"Diclidurus scutatus",829955.886349087
"Dicrostonyx groenlandicus",851405.415952902
"Dicrostonyx hudsonius",205571.03919569
"Dicrostonyx nelsoni",138247.698103423
"Dicrostonyx nunatakensis",16909.1182278252
"Dicrostonyx richardsoni",228899.359713708
"Dicrostonyx torquatus",1750250.30248942
"Dicrostonyx unalascensis",939.3954571014
"Dicrostonyx vinogradovi",5636.3727426084
"Didelphis albiventris",3688379.69639913
"Didelphis aurita",797546.743079089
"Didelphis imperfecta",443551.221661378
"Didelphis marsupialis",7414961.47472038
"Didelphis pernigra",811950.806754643
"Didelphis virginiana",2861085.43051183
"Dinaromys bogdanovi",79535.4820345852
"Dinomys branickii",1021749.12550729
"Diomys crumpi",96.6047253027344
"Diphylla ecaudata",2775130.74618705
"Diplogale hosei",96914.2979909611
"Diplomesodon pulchellum",486763.412688042
"Diplomys caniceps",626.2636380676
"Diplomys labilis",85641.5525057443
"Diplothrix legata",782.8295475845
"Dipodomys agilis",9393.954571014
"Dipodomys californicus",57303.1228831854
"Dipodomys compactus",33661.6705461335
"Dipodomys deserti",20353.568237197
"Dipodomys elator",10959.613666183
"Dipodomys gravipes",313.1318190338
"Dipodomys heermanni",10489.9159376323
"Dipodomys ingens",3131.318190338
"Dipodomys merriami",35227.3296413025
"Dipodomys microps",30060.6546272448
"Dipodomys nelsoni",192419.50279627
"Dipodomys nitratoides",12368.7068518351
"Dipodomys ordii",225924.607432887
"Dipodomys panamintinus",20666.7000562308
"Dipodomys phillipsii",4383.8454664732
"Dipodomys simulans",5792.9386521253
"Dipodomys spectabilis",10020.2182090816
"Dipodomys stephensi",156.5659095169
"Dipodomys venustus",6106.0704711591
"Dipus sagitta",165959.864087914
"Distoechurus pennatus",404253.178372636
"Dobsonia anderseni",43055.6251171475
"Dobsonia beauforti",4227.2795569563
"Dobsonia chapmani",29.1132396210937
"Dobsonia crenulata",30217.2205367617
"Dobsonia emersa",1878.7909142028
"Dobsonia exoleta",21449.5296038153
"Dobsonia inermis",28651.5614415927
"Dobsonia minor",358692.498703218
"Dobsonia moluccensis",27868.7318940082
"Dobsonia pannietensis",3131.318190338
"Dobsonia peronii",782.8295475845
"Dobsonia praedatrix",17848.5136849266
"Dobsonia viridis",10489.9159376323
"Dolichotis patagonum",617652.51304417
"Dolichotis salinicola",33974.8023651673
"Dorcatragus megalotis",25520.2432512547
"Dorcopsis atrata",156.5659095169
"Dorcopsis hageni",53388.9751452629
"Dorcopsis luctuosa",95505.204805309
"Dorcopsis muelleri",74525.3729300444
"Dorcopsulus macleayi",23015.1886989843
