binomial,AdultBodyMass_g,Red List status,TrophicLevel,Order
Callithrix jacchus,290.21,LC,Omnivore,PRIMATES
Callithrix kuhlii,374.99,NT,Omnivore,PRIMATES
Callithrix penicillata,339.98,LC,Omnivore,PRIMATES
Callosciurus adamsi,208.72,NT,Omnivore,RODENTIA
Callosciurus albescens,277.7788875,DD,Omnivore,RODENTIA
Callosciurus baluensis,323.91,LC,Omnivore,RODENTIA
Callosciurus caniceps,264.91,LC,Omnivore,RODENTIA
Callosciurus erythraeus,283.23,LC,Omnivore,RODENTIA
Callosciurus finlaysonii,278,LC,Omnivore,RODENTIA
Callosciurus inornatus,325,LC,Omnivore,RODENTIA
Callosciurus melanogaster,296,VU,Omnivore,RODENTIA
Callosciurus nigrovittatus,208.3,NT,Herbivore,RODENTIA
Callosciurus notatus,209.49,LC,Omnivore,RODENTIA
Callosciurus orestes,323.91,LC,Omnivore,RODENTIA
Callosciurus phayrei,269,LC,Omnivore,RODENTIA
Callosciurus prevostii,400,LC,Herbivore,RODENTIA
Callosciurus pygerythrus,252,LC,Omnivore,RODENTIA
Callosciurus quinquestriatus,246.4344257,NT,Omnivore,RODENTIA
Calomys boliviae,27,LC,Herbivore,RODENTIA
Calomys callidus,27,LC,Herbivore,RODENTIA
Calomys callosus,44.95,LC,Herbivore,RODENTIA
Calomys expulsus,39.86,LC,Herbivore,RODENTIA
Calomys fecundus,27.61181818,LC,Herbivore,RODENTIA
Calomys hummelincki,27,LC,Herbivore,RODENTIA
Calomys laucha,14,LC,Herbivore,RODENTIA
Calomys lepidus,20.59,LC,Herbivore,RODENTIA
Calomys musculinus,20.2,LC,Herbivore,RODENTIA
Calomys sorellus,20,LC,Herbivore,RODENTIA
Calomys tener,13.8,LC,Herbivore,RODENTIA
Calomys tocantinsi,27.61181818,LC,Herbivore,RODENTIA
Calomys venustus,49.33,LC,Herbivore,RODENTIA
Calomyscus bailwardi,21.38,LC,Omnivore,RODENTIA
Calomyscus baluchi,83.81,LC,Omnivore,RODENTIA
Calomyscus elburzensis,119.055,LC,Herbivore,RODENTIA
Calomyscus grandis,205.995,DD,Omnivore,RODENTIA
Calomyscus hotsoni,60.5,LC,Omnivore,RODENTIA
Calomyscus mystax,81.375,LC,Herbivore,RODENTIA
Calomyscus tsolovi,111.74,DD,Omnivore,RODENTIA
Calomyscus urartensis,147.235,LC,Herbivore,RODENTIA
Caluromys derbianus,326.72,LC,Omnivore,DIDELPHIMORPHIA
Caluromys lanatus,350.33,LC,Herbivore,DIDELPHIMORPHIA
Caluromys philander,246.47,LC,Omnivore,DIDELPHIMORPHIA
Caluromysiops irrupta,257.48,LC,Herbivore,DIDELPHIMORPHIA
Camelus ferus,268000,CR,Herbivore,CETARTIODACTYLA
Canis adustus,10392.49,LC,Omnivore,CARNIVORA
Canis aureus,9658.7,LC,Omnivore,CARNIVORA
Canis latrans,11989.1,LC,Carnivore,CARNIVORA
Canis lupus,31756.51,LC,Carnivore,CARNIVORA
Canis mesomelas,8247.3,LC,Omnivore,CARNIVORA
Canis simensis,14361.86,EN,Carnivore,CARNIVORA
Cannomys badius,472.07,LC,Herbivore,RODENTIA
Cansumys canus,46.25861204,LC,Herbivore,RODENTIA
Capra aegagrus,71350.77625,VU,Herbivore,CETARTIODACTYLA
Capra caucasica,58149.52,EN,Herbivore,CETARTIODACTYLA
Capra cylindricornis,50000,NT,Herbivore,CETARTIODACTYLA
Capra falconeri,54303.37,NT,Herbivore,CETARTIODACTYLA
Capra ibex,69546.83,LC,Herbivore,CETARTIODACTYLA
Capra nubiana,47763.72,VU,Herbivore,CETARTIODACTYLA
Capra pyrenaica,60898.77,LC,Herbivore,CETARTIODACTYLA
Capra sibirica,130000,LC,Herbivore,CETARTIODACTYLA
Capra walie,100144,EN,Herbivore,CETARTIODACTYLA
Capreolus capreolus,22502.01,LC,Herbivore,CETARTIODACTYLA
Capreolus pygargus,41371.03,LC,Herbivore,CETARTIODACTYLA
Capricornis crispus,43030.64,LC,Herbivore,CETARTIODACTYLA
Capricornis milneedwardsii,112000,NT,Herbivore,CETARTIODACTYLA
Capricornis rubidus,135000,NT,Herbivore,CETARTIODACTYLA
Capricornis sumatraensis,110942.2,VU,Herbivore,CETARTIODACTYLA
Capricornis swinhoei,20500,LC,Herbivore,CETARTIODACTYLA
Capricornis thar,112000,NT,Herbivore,CETARTIODACTYLA
Caprolagus hispidus,2496.99,EN,Herbivore,LAGOMORPHA
Capromys pilorides,5200,LC,Omnivore,RODENTIA
Caracal aurata,12400,VU,Carnivore,CARNIVORA
Caracal caracal,11964.38,LC,Carnivore,CARNIVORA
Cardiocranius paradoxus,196.8175859,DD,Herbivore,RODENTIA
Cardioderma cor,26.45,LC,Carnivore,CHIROPTERA
Carollia castanea,13.1,LC,Herbivore,CHIROPTERA
Carollia manu,15.755,LC,Herbivore,CHIROPTERA
Carollia perspicillata,19.23,LC,Omnivore,CHIROPTERA
Carollia sowelli,15.755,LC,Herbivore,CHIROPTERA
Carollia subrufa,15.84,LC,Herbivore,CHIROPTERA
Carpitalpa arendsi,52.34,VU,Insectivore,AFROSORICIDA
Carpomys melanurus,123,DD,Omnivore,RODENTIA
Carpomys phaeurus,123,LC,Omnivore,RODENTIA
Carterodon sulcidens,113.8,DD,Herbivore,RODENTIA
Caryomys eva,22.5,LC,Herbivore,RODENTIA
Caryomys inez,23.5,LC,Omnivore,RODENTIA
Casinycteris argynnis,28.28,LC,Herbivore,CHIROPTERA
Castor canadensis,18124.41,LC,Herbivore,RODENTIA
Castor fiber,19000,LC,Herbivore,RODENTIA
Catagonus wagneri,35566.4,EN,Herbivore,CETARTIODACTYLA
Cavia aperea,524.38,LC,Herbivore,RODENTIA
Cavia fulgida,282.5,LC,Herbivore,RODENTIA
Cavia intermedia,566.7175,CR,Herbivore,RODENTIA
Cavia magna,459.99,LC,Herbivore,RODENTIA
Cavia tschudii,1000,LC,Herbivore,RODENTIA
Cebuella pygmaea,124,LC,Omnivore,PRIMATES
Cebus albifrons,2509.68,LC,Omnivore,PRIMATES
Cebus kaapori,3000,CR,Omnivore,PRIMATES
Centronycteris centralis,23,LC,Insectivore,CHIROPTERA
Centronycteris maximiliani,23,LC,Insectivore,CHIROPTERA
Centurio senex,23.09,LC,Herbivore,CHIROPTERA
Cephalophus adersi,9249.95,VU,Herbivore,CETARTIODACTYLA
Cephalophus callipygus,19079.23,LC,Omnivore,CETARTIODACTYLA
Cephalophus dorsalis,20000,NT,Omnivore,CETARTIODACTYLA
Cephalophus harveyi,14500.1,LC,Omnivore,CETARTIODACTYLA
Cephalophus jentinki,68489.54,EN,Omnivore,CETARTIODACTYLA
Cephalophus leucogaster,13208.69,NT,Omnivore,CETARTIODACTYLA
Cephalophus natalensis,12724.51,LC,Omnivore,CETARTIODACTYLA
Cephalophus niger,19094.32,LC,Omnivore,CETARTIODACTYLA
Cephalophus nigrifrons,14676.33,LC,Omnivore,CETARTIODACTYLA
Cephalophus ogilbyi,18386.42,LC,Omnivore,CETARTIODACTYLA
Cephalophus rufilatus,12114.57,LC,Omnivore,CETARTIODACTYLA
Cephalophus silvicultor,62006.6,NT,Omnivore,CETARTIODACTYLA
Cephalophus spadix,56857.02,EN,Herbivore,CETARTIODACTYLA
Cephalophus weynsi,17000,LC,Omnivore,CETARTIODACTYLA
Cephalophus zebra,15654.75,VU,Omnivore,CETARTIODACTYLA
Ceratotherium simum,2285939,NT,Herbivore,PERISSODACTYLA
Cercartetus caudatus,23.05,LC,Omnivore,DIPROTODONTIA
Cercartetus concinnus,15.96,LC,Omnivore,DIPROTODONTIA
Cercartetus lepidus,8.03,LC,Omnivore,DIPROTODONTIA
Cercartetus nanus,26.85,LC,Omnivore,DIPROTODONTIA
Cercocebus agilis,7105.62,LC,Herbivore,PRIMATES
Cercocebus atys,6941.24,NT,Omnivore,PRIMATES
Cercocebus chrysogaster,9610,DD,Omnivore,PRIMATES
Cercocebus galeritus,7077.66,EN,Omnivore,PRIMATES
Cercocebus sanjei,8000,EN,Herbivore,PRIMATES
Cercocebus torquatus,7293.07,VU,Omnivore,PRIMATES
Cercopithecus ascanius,3540.24,LC,Herbivore,PRIMATES
Cercopithecus campbelli,3627.73,LC,Herbivore,PRIMATES
Cercopithecus cephus,3444.88,LC,Omnivore,PRIMATES
Cercopithecus diana,4358.91,VU,Herbivore,PRIMATES
Cercopithecus dryas,2784.06,CR,Herbivore,PRIMATES
Cercopithecus erythrogaster,3444.88,VU,Herbivore,PRIMATES
Cercopithecus erythrotis,3254.98,VU,Herbivore,PRIMATES
Cercopithecus hamlyni,5490,VU,Herbivore,PRIMATES
Cercopithecus mitis,6485.6,LC,Herbivore,PRIMATES
Cercopithecus mona,3980.17,LC,Herbivore,PRIMATES
Cercopithecus neglectus,5324.52,LC,Herbivore,PRIMATES
Cercopithecus nictitans,5256.91,LC,Herbivore,PRIMATES
Cercopithecus petaurista,3233.67,LC,Herbivore,PRIMATES
Cercopithecus sclateri,3067.29,VU,Omnivore,PRIMATES
Cerdocyon thous,5741.66,LC,Omnivore,CARNIVORA
Cerradomys maracajuensis,41.31833333,LC,Omnivore,RODENTIA
Cerradomys marinhus,41.31833333,DD,Omnivore,RODENTIA
Cerradomys scotti,37,LC,Omnivore,RODENTIA
Cerradomys subflavus,49.955,LC,Omnivore,RODENTIA
Cervus albirostris,109666.7,VU,NotAssigned,CETARTIODACTYLA
Cervus canadensis,240867.1,LC,NotAssigned,CETARTIODACTYLA
Cervus elaphus,240867.1,LC,Herbivore,CETARTIODACTYLA
Cervus hanglu,240867.1,LC,NotAssigned,CETARTIODACTYLA
Cervus nippon,52999.99,LC,Herbivore,CETARTIODACTYLA
Chacodelphys formosa,22,NT,Omnivore,DIDELPHIMORPHIA
Chaetocauda sichuanensis,31.51,DD,Herbivore,RODENTIA
Chaetodipus arenarius,23,LC,Omnivore,RODENTIA
Chaetodipus artus,3.226914385,LC,Herbivore,RODENTIA
Chaetodipus baileyi,28.44,LC,Omnivore,RODENTIA
Chaetodipus californicus,23.01,LC,Omnivore,RODENTIA
Chaetodipus eremicus,4.04825602,LC,Herbivore,RODENTIA
Chaetodipus fallax,19.19,LC,Omnivore,RODENTIA
Chaetodipus formosus,20.02,LC,Omnivore,RODENTIA
Chaetodipus goldmani,23,NT,Herbivore,RODENTIA
Chaetodipus hispidus,37.24,LC,Omnivore,RODENTIA
Chaetodipus intermedius,14.94,LC,Omnivore,RODENTIA
Chaetodipus lineatus,23,DD,Herbivore,RODENTIA
Chaetodipus nelsoni,15.53,LC,Herbivore,RODENTIA
Chaetodipus penicillatus,15.57,LC,Omnivore,RODENTIA
Chaetodipus pernix,17,LC,Herbivore,RODENTIA
Chaetodipus rudinoris,4.04825602,LC,Herbivore,RODENTIA
Chaetodipus spinatus,16.34,LC,Herbivore,RODENTIA
Chaetomys subspinosus,1299.99,VU,Herbivore,RODENTIA
Chalinolobus dwyeri,8.74,NT,Insectivore,CHIROPTERA
Chalinolobus gouldii,14.24,LC,Insectivore,CHIROPTERA
Chalinolobus morio,8.91,LC,Insectivore,CHIROPTERA
Chalinolobus neocaledonicus,10.17,EN,Insectivore,CHIROPTERA
Chalinolobus nigrogriseus,8.79,LC,Insectivore,CHIROPTERA
Chalinolobus picatus,10.17,NT,Insectivore,CHIROPTERA
Chalinolobus tuberculatus,10.17,VU,Insectivore,CHIROPTERA
Cheirogaleus crossleyi,400,DD,Omnivore,PRIMATES
Cheirogaleus major,446.02,DD,Omnivore,PRIMATES
Cheirogaleus medius,196.76,LC,Omnivore,PRIMATES
Cheirogaleus minusculus,342.156,DD,Omnivore,PRIMATES
Cheirogaleus sibreei,342.156,CR,Omnivore,PRIMATES
Cheiromeles parvidens,169.43,LC,Insectivore,CHIROPTERA
Cheiromeles torquatus,169.43,LC,Insectivore,CHIROPTERA
Chelemys macronyx,70.99,LC,Omnivore,RODENTIA
Chelemys megalonyx,50.8,NT,Omnivore,RODENTIA
Chibchanomys orcesi,49.99,DD,Insectivore,RODENTIA
Chibchanomys trichotis,49.99,DD,Insectivore,RODENTIA
Chilomys instans,19,LC,Omnivore,RODENTIA
Chilonatalus micropus,3.62,NT,Insectivore,CHIROPTERA
Chilonatalus tumidifrons,3.62,NT,Insectivore,CHIROPTERA
Chimarrogale hantu,54.99,NT,Insectivore,EULIPOTYPHLA
Chimarrogale himalayica,33.5,LC,Insectivore,EULIPOTYPHLA
Chimarrogale phaeura,31,EN,Insectivore,EULIPOTYPHLA
Chimarrogale platycephalus,36.32,LC,Insectivore,EULIPOTYPHLA
Chimarrogale styani,25.8,LC,Insectivore,EULIPOTYPHLA
Chimarrogale sumatrana,30,DD,Insectivore,EULIPOTYPHLA
Chinchilla chinchilla,499.99,EN,Herbivore,RODENTIA
Chinchilla lanigera,480.28,EN,Herbivore,RODENTIA
Chinchillula sahamae,169.74,LC,Herbivore,RODENTIA
Chionomys gud,93.5,LC,Herbivore,RODENTIA
Chionomys nivalis,42.01,LC,Herbivore,RODENTIA
Chionomys roberti,93.5,LC,Herbivore,RODENTIA
Chiroderma doriae,19.9,LC,Herbivore,CHIROPTERA
Chiroderma improvisum,35.39,EN,Herbivore,CHIROPTERA
Chiroderma salvini,26.3,LC,Herbivore,CHIROPTERA
Chiroderma trinitatum,13.91,LC,Herbivore,CHIROPTERA
Chiroderma villosum,23.81,LC,Herbivore,CHIROPTERA
Chiromyscus chiropus,77.8,LC,Omnivore,RODENTIA
Chironax melanocephalus,17.7,LC,Herbivore,CHIROPTERA
Chironectes minimus,974.33,LC,Omnivore,DIDELPHIMORPHIA
Chiropodomys calamianensis,28.9,DD,Herbivore,RODENTIA
Chiropodomys gliroides,23.68,LC,Herbivore,RODENTIA
Chiropodomys karlkoopmani,29.1,VU,Herbivore,RODENTIA
Chiropodomys major,28.9,LC,Herbivore,RODENTIA
Chiropodomys muroides,28.9,DD,Herbivore,RODENTIA
Chiropodomys pusillus,28.9,DD,Herbivore,RODENTIA
Chiropotes albinasus,2793.21,EN,Herbivore,PRIMATES
Chiropotes chiropotes,2860,LC,Herbivore,PRIMATES
Chiropotes satanas,2967.27,CR,Herbivore,PRIMATES
Chiropotes utahickae,2860,EN,Herbivore,PRIMATES
Chiruromys forbesi,105.15,LC,Herbivore,RODENTIA
Chiruromys lamia,47.2,LC,Herbivore,RODENTIA
Chiruromys vates,45.46,LC,Herbivore,RODENTIA
Chlorocebus aethiops,3695.99,LC,Herbivore,PRIMATES
Chlorocebus cynosuros,4260,LC,Omnivore,PRIMATES
Chlorocebus djamdjamensis,4260,VU,Omnivore,PRIMATES
Chlorocebus pygerythrus,4000,LC,Omnivore,PRIMATES
Chlorocebus sabaeus,5900,LC,Omnivore,PRIMATES
Chlorocebus tantalus,4000,LC,Omnivore,PRIMATES
Chlorotalpa duthieae,17.195,VU,Insectivore,AFROSORICIDA
Chlorotalpa sclateri,38.3,LC,Insectivore,AFROSORICIDA
Chodsigoa caovansunga,9.712936223,DD,Omnivore,EULIPOTYPHLA
Chodsigoa hypsibia,8.157340556,LC,Omnivore,EULIPOTYPHLA
Chodsigoa lamula,8.157340556,LC,Omnivore,EULIPOTYPHLA
Chodsigoa parca,8,LC,Omnivore,EULIPOTYPHLA
Chodsigoa parva,9.712936223,DD,Omnivore,EULIPOTYPHLA
Chodsigoa salenskii,5.49,DD,Omnivore,EULIPOTYPHLA
Chodsigoa smithii,18.76,NT,Omnivore,EULIPOTYPHLA
Chodsigoa sodalis,9.712936223,DD,Omnivore,EULIPOTYPHLA
Choeroniscus godmani,7.9,LC,Omnivore,CHIROPTERA
Choeroniscus minor,8.63,LC,Omnivore,CHIROPTERA
Choeroniscus periosus,8.265,VU,Omnivore,CHIROPTERA
Choeronycteris mexicana,17.26,NT,Omnivore,CHIROPTERA
Choeropsis liberiensis,227500,EN,Herbivore,CETARTIODACTYLA
Choloepus didactylus,6646.5,LC,Herbivore,PILOSA
Choloepus hoffmanni,5893.5,LC,Herbivore,PILOSA
Chrotogale owstoni,3267.71,EN,Omnivore,CARNIVORA
Chrotomys gonzalesi,140.2,NT,Omnivore,RODENTIA
Chrotomys mindorensis,151.98,LC,Omnivore,RODENTIA
Chrotomys sibuyanensis,139.79,DD,Omnivore,RODENTIA
Chrotomys silaceus,115,LC,Insectivore,RODENTIA
Chrotomys whiteheadi,151.98,LC,Omnivore,RODENTIA
Chrotopterus auritus,78.26,LC,Omnivore,CHIROPTERA
Chrysochloris asiatica,37.16,LC,Insectivore,AFROSORICIDA
Chrysochloris stuhlmanni,55.76,LC,Insectivore,AFROSORICIDA
Chrysochloris visagiei,22.445,DD,Insectivore,AFROSORICIDA
Chrysocyon brachyurus,23325,NT,Omnivore,CARNIVORA
Chrysospalax trevelyani,434.04,EN,Insectivore,AFROSORICIDA
Chrysospalax villosus,108.35,VU,Insectivore,AFROSORICIDA
Civettictis civetta,12075.58,LC,Omnivore,CARNIVORA
Cloeotis percivali,4.16,LC,Insectivore,CHIROPTERA
Clyomys laticeps,201,LC,Herbivore,RODENTIA
Coccymys ruemmleri,29.7,LC,Herbivore,RODENTIA
Coelops frithii,7.52,LC,Insectivore,CHIROPTERA
Coelops robinsoni,6.5,VU,Insectivore,CHIROPTERA
Coendou bicolor,4492.49,LC,Herbivore,RODENTIA
Coendou nycthemera,2999.98,DD,Herbivore,RODENTIA
Coendou prehensilis,4116.2,LC,Herbivore,RODENTIA
Coendou quichua,3402.1675,DD,Herbivore,RODENTIA
Coleura afra,10.68,LC,Insectivore,CHIROPTERA
Coleura seychellensis,10.64,CR,Insectivore,CHIROPTERA
Colobus angolensis,8990.31,LC,Herbivore,PRIMATES
Colobus guereza,9925.88,LC,Herbivore,PRIMATES
Colobus polykomos,8797.29,VU,Herbivore,PRIMATES
Colobus satanas,9055.32,VU,Herbivore,PRIMATES
Colobus vellerosus,7700.18,VU,Herbivore,PRIMATES
Colomys goslingi,62.5,LC,Omnivore,RODENTIA
Condylura cristata,48.15,LC,Insectivore,EULIPOTYPHLA
Conepatus chinga,1917.5,LC,Carnivore,CARNIVORA
Conepatus humboldtii,1097.61,LC,Omnivore,CARNIVORA
Conepatus leuconotus,3293.91,LC,Omnivore,CARNIVORA
Conepatus semistriatus,1997.34,LC,Insectivore,CARNIVORA
Congosorex phillipsorum,590.0703713,CR,Omnivore,EULIPOTYPHLA
Congosorex polli,590.0703713,DD,Omnivore,EULIPOTYPHLA
Congosorex verheyeni,590.0703713,LC,Insectivore,EULIPOTYPHLA
Conilurus penicillatus,175.02,VU,Omnivore,RODENTIA
Connochaetes gnou,156547.5,LC,Herbivore,CETARTIODACTYLA
Connochaetes taurinus,198619.7,LC,Herbivore,CETARTIODACTYLA
Cormura brevirostris,9.26,LC,Insectivore,CHIROPTERA
Corynorhinus mexicanus,9.725,NT,Insectivore,CHIROPTERA
Corynorhinus rafinesquii,9.15,LC,Insectivore,CHIROPTERA
Corynorhinus townsendii,10.3,LC,Insectivore,CHIROPTERA
Craseonycteris thonglongyai,1.96,VU,Insectivore,CHIROPTERA
Crateromys australis,445,DD,Herbivore,RODENTIA
Crateromys heaneyi,1000,EN,Herbivore,RODENTIA
Crateromys paulus,831.6666667,DD,Herbivore,RODENTIA
Crateromys schadenbergi,1050,EN,Herbivore,RODENTIA
Cratogeomys castanops,266.83,LC,Herbivore,RODENTIA
Cratogeomys fulvescens,285.83,LC,Herbivore,RODENTIA
Cratogeomys fumosus,150,LC,Herbivore,RODENTIA
Cratogeomys goldmani,306.5,LC,Herbivore,RODENTIA
Cratogeomys merriami,419.99,LC,Herbivore,RODENTIA
Cratogeomys perotensis,285.83,LC,Herbivore,RODENTIA
Cratogeomys planiceps,285.83,LC,Herbivore,RODENTIA
Cremnomys cutchicus,59.8,LC,Omnivore,RODENTIA
Cremnomys elvira,77.1,CR,Omnivore,RODENTIA
Cricetomys gambianus,1267.52,LC,Omnivore,RODENTIA
Cricetulus alticola,46.25861204,LC,Herbivore,RODENTIA
Cricetulus barabensis,22.85,LC,Herbivore,RODENTIA
Cricetulus kamensis,30,LC,Omnivore,RODENTIA
Cricetulus lama,29.13310201,LC,Omnivore,RODENTIA
Cricetulus longicaudatus,22.1,LC,Herbivore,RODENTIA
Cricetulus migratorius,30.59,LC,Carnivore,RODENTIA
Cricetulus sokolovi,23,LC,Herbivore,RODENTIA
Cricetulus tibetanus,29.13310201,LC,Herbivore,RODENTIA
Cricetus cricetus,428.95,LC,Omnivore,RODENTIA
Crocidura aleksandrisi,5,LC,Insectivore,EULIPOTYPHLA
Crocidura allex,7,VU,Insectivore,EULIPOTYPHLA
Crocidura andamanensis,20.98,CR,Insectivore,EULIPOTYPHLA
Crocidura ansellorum,8.157340556,EN,Insectivore,EULIPOTYPHLA
Crocidura arabica,8.157340556,LC,Insectivore,EULIPOTYPHLA
Crocidura arispa,10,LC,Insectivore,EULIPOTYPHLA
Crocidura armenica,11.79289643,DD,Insectivore,EULIPOTYPHLA
Crocidura attenuata,14.265,LC,Insectivore,EULIPOTYPHLA
Crocidura attila,5,LC,Insectivore,EULIPOTYPHLA
Crocidura baileyi,8.157340556,LC,Insectivore,EULIPOTYPHLA
Crocidura baluensis,8.157340556,LC,Insectivore,EULIPOTYPHLA
Crocidura batesi,16.49,LC,Insectivore,EULIPOTYPHLA
Crocidura beatus,10.55,LC,Insectivore,EULIPOTYPHLA
Crocidura beccarii,8.157340556,LC,Insectivore,EULIPOTYPHLA
Crocidura bottegi,3.49,DD,Insectivore,EULIPOTYPHLA
Crocidura bottegoides,8.157340556,EN,Insectivore,EULIPOTYPHLA
Crocidura brunnea,12,LC,Insectivore,EULIPOTYPHLA
Crocidura buettikoferi,10,NT,Insectivore,EULIPOTYPHLA
Crocidura caliginea,8.157340556,LC,Insectivore,EULIPOTYPHLA
Crocidura canariensis,7.5,EN,Insectivore,EULIPOTYPHLA
Crocidura caspica,11.79289643,DD,Insectivore,EULIPOTYPHLA
Crocidura cinderella,8.157340556,LC,Insectivore,EULIPOTYPHLA
Crocidura congobelgica,8.157340556,LC,Insectivore,EULIPOTYPHLA
Crocidura crenata,6.52,LC,Insectivore,EULIPOTYPHLA
Crocidura crossei,8,LC,Insectivore,EULIPOTYPHLA
Crocidura cyanea,8.58,LC,Insectivore,EULIPOTYPHLA
Crocidura denti,7,LC,Insectivore,EULIPOTYPHLA
Crocidura desperata,11.1,EN,Insectivore,EULIPOTYPHLA
Crocidura dhofarensis,11.79289643,DD,Insectivore,EULIPOTYPHLA
Crocidura dolichura,5.63,LC,Insectivore,EULIPOTYPHLA
Crocidura douceti,4.3,LC,Insectivore,EULIPOTYPHLA
Crocidura dsinezumi,10.21,LC,Insectivore,EULIPOTYPHLA
Crocidura eisentrauti,13.78067769,VU,Insectivore,EULIPOTYPHLA
Crocidura elgonius,6.5,LC,Insectivore,EULIPOTYPHLA
Crocidura elongata,17.8,LC,Insectivore,EULIPOTYPHLA
Crocidura erica,11.79289643,DD,Insectivore,EULIPOTYPHLA
Crocidura fischeri,11.79289643,DD,Insectivore,EULIPOTYPHLA
Crocidura flavescens,31.22,LC,Insectivore,EULIPOTYPHLA
Crocidura floweri,11.79289643,DD,Insectivore,EULIPOTYPHLA
Crocidura foetida,10.25,LC,Insectivore,EULIPOTYPHLA
Crocidura foxi,21,LC,Insectivore,EULIPOTYPHLA
Crocidura fuliginosa,12,LC,Insectivore,EULIPOTYPHLA
Crocidura fulvastra,10,LC,Insectivore,EULIPOTYPHLA
Crocidura fumosa,14.49,LC,Insectivore,EULIPOTYPHLA
Crocidura fuscomurina,5.6,LC,Insectivore,EULIPOTYPHLA
Crocidura glassi,8.157340556,NT,Insectivore,EULIPOTYPHLA
Crocidura gmelini,11.79289643,LC,Insectivore,EULIPOTYPHLA
Crocidura goliath,87.92,LC,Insectivore,EULIPOTYPHLA
Crocidura grandiceps,23,NT,Insectivore,EULIPOTYPHLA
Crocidura grandis,11.79289643,DD,Insectivore,EULIPOTYPHLA
Crocidura grassei,13.5,LC,Insectivore,EULIPOTYPHLA
Crocidura grayi,10.7,LC,Insectivore,EULIPOTYPHLA
Crocidura greenwoodi,8.157340556,LC,Insectivore,EULIPOTYPHLA
Crocidura harenna,8.157340556,CR,Insectivore,EULIPOTYPHLA
Crocidura hikmiya,11.79289643,EN,Insectivore,EULIPOTYPHLA
Crocidura hildegardeae,10.28,LC,Insectivore,EULIPOTYPHLA
Crocidura hilliana,11.79289643,DD,Insectivore,EULIPOTYPHLA
Crocidura hirta,15.8,LC,Insectivore,EULIPOTYPHLA
Crocidura hispida,8.157340556,VU,Insectivore,EULIPOTYPHLA
Crocidura horsfieldii,5.47,DD,Insectivore,EULIPOTYPHLA
Crocidura hutanis,11.79289643,LC,Insectivore,EULIPOTYPHLA
Crocidura indochinensis,8.157340556,LC,Insectivore,EULIPOTYPHLA
Crocidura jacksoni,7,LC,Insectivore,EULIPOTYPHLA
Crocidura jenkinsi,12.6,CR,Insectivore,EULIPOTYPHLA
Crocidura jouvenetae,9.79,LC,Insectivore,EULIPOTYPHLA
Crocidura katinka,11.79289643,DD,Insectivore,EULIPOTYPHLA
Crocidura kivuana,13.65927211,NT,Insectivore,EULIPOTYPHLA
Crocidura lamottei,20.5,LC,Insectivore,EULIPOTYPHLA
Crocidura lanosa,8.025454179,VU,Insectivore,EULIPOTYPHLA
Crocidura lasiura,14.8,LC,Insectivore,EULIPOTYPHLA
Crocidura latona,8.157340556,LC,Insectivore,EULIPOTYPHLA
Crocidura lea,6.6,LC,Insectivore,EULIPOTYPHLA
Crocidura lepidura,12,LC,Insectivore,EULIPOTYPHLA
Crocidura leucodon,10.88,LC,Insectivore,EULIPOTYPHLA
Crocidura levicula,1.77,LC,Insectivore,EULIPOTYPHLA
Crocidura littoralis,18.61,LC,Insectivore,EULIPOTYPHLA
Crocidura longipes,19.3,DD,Insectivore,EULIPOTYPHLA
Crocidura lucina,8.157340556,VU,Insectivore,EULIPOTYPHLA
Crocidura ludia,5.15,LC,Insectivore,EULIPOTYPHLA
Crocidura luna,13.83,LC,Insectivore,EULIPOTYPHLA
Crocidura lusitania,2.48,LC,Insectivore,EULIPOTYPHLA
Crocidura macarthuri,8.157340556,LC,Insectivore,EULIPOTYPHLA
Crocidura macmillani,8.157340556,NT,Insectivore,EULIPOTYPHLA
Crocidura macowi,11.79289643,DD,Insectivore,EULIPOTYPHLA
Crocidura malayana,12,LC,Insectivore,EULIPOTYPHLA
Crocidura manengubae,8.157340556,VU,Insectivore,EULIPOTYPHLA
Crocidura maquassiensis,5.99,LC,Insectivore,EULIPOTYPHLA
Crocidura mariquensis,10.35,LC,Insectivore,EULIPOTYPHLA
Crocidura maurisca,14,LC,Insectivore,EULIPOTYPHLA
Crocidura maxi,7.53,LC,Insectivore,EULIPOTYPHLA
Crocidura mindorus,11.79289643,DD,Insectivore,EULIPOTYPHLA
Crocidura miya,10.2,EN,Insectivore,EULIPOTYPHLA
Crocidura monax,16,DD,Insectivore,EULIPOTYPHLA
Crocidura monticola,6.6,LC,Insectivore,EULIPOTYPHLA
Crocidura montis,14.49,LC,Insectivore,EULIPOTYPHLA
Crocidura muricauda,8.157340556,LC,Insectivore,EULIPOTYPHLA
Crocidura musseri,11.79289643,DD,Insectivore,EULIPOTYPHLA
Crocidura mutesae,23.91,DD,Insectivore,EULIPOTYPHLA
Crocidura nana,7,LC,Insectivore,EULIPOTYPHLA
Crocidura nanilla,6.5,LC,Insectivore,EULIPOTYPHLA
Crocidura negligens,12,LC,Insectivore,EULIPOTYPHLA
Crocidura negrina,11.33,EN,Insectivore,EULIPOTYPHLA
Crocidura nicobarica,28.9,CR,Insectivore,EULIPOTYPHLA
Crocidura nigeriae,23,LC,Insectivore,EULIPOTYPHLA
Crocidura nigricans,20,LC,Insectivore,EULIPOTYPHLA
